NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease
NCT00825162,Unknown,COMPLETED,2009-03,Influenza,"CSL Limited Influenza Virus Vaccine, CSL Limited Influenza Virus Vaccine, CSL Limited Influenza Virus Vaccine","Garran - Australia, Randwick - Australia, Westmead - Australia, Herston - Australia, North Adelaide - Australia, Melbourne - Australia, Subiaco - Australia",2010-02,2009-01-19,2018-05-23,INTERVENTIONAL,PHASE4,Seqirus,INDUSTRY,influenza
NCT01107262,Unknown,COMPLETED,2009-07,"Avian Influenza, Virus Diseases",No interventions listed,"Memphis - United States, Beirut - Lebanon",2010-12,2010-04-20,2011-10-27,OBSERVATIONAL,Not Available,St. Jude Children's Research Hospital,OTHER,influenza
NCT01111162,Unknown,COMPLETED,2009-12,HIV Infections,H1N1 vaccination,Philadelphia - United States,2010-03,2010-04-27,2016-07-12,INTERVENTIONAL,PHASE4,University of Pennsylvania,OTHER,influenza
NCT02549365,SNIFFLE-3,COMPLETED,2015-10,Influenza Vaccines Efficacy and Safety,"Live attenuated influenza vaccine, Surveillance (nasal swabbing) during influenza season",London - United Kingdom,2016-04,2015-09-15,2019-12-11,INTERVENTIONAL,PHASE4,Imperial College London,OTHER,influenza
NCT00735020,Unknown,COMPLETED,2008-06,Influenza,"Adjuvanted Influenza Vaccine, Influenza Vaccine",Ligornetto - Switzerland,2008-08,2008-08-14,2014-01-24,INTERVENTIONAL,PHASE1,Novartis Vaccines,INDUSTRY,influenza
NCT06753474,Unknown,RECRUITING,2025-02-04,Influenza,Influenza Virus influenza A H3N2 strain,"Atlanta - United States, Atlanta - United States",2027-12,2024-12-31,2025-02-28,INTERVENTIONAL,PHASE1,Emory University,OTHER,influenza
NCT05968989,Unknown,RECRUITING,2023-08-09,Influenza,VRC-FLUMOS0116-00-VP( FLUMos-v2),Bethesda - United States,2025-12-16,2023-08-01,2025-02-25,INTERVENTIONAL,PHASE1,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT00192192,Unknown,COMPLETED,2000-11,Influenza,CAIV-T,Stamford - United States,Unknown Date,2005-09-19,2021-09-13,INTERVENTIONAL,PHASE3,MedImmune LLC,INDUSTRY,influenza
NCT05048589,DANFLU-1,COMPLETED,2021-10-01,Influenza,"Standard-Dose Quadrivalent Influenza Vaccine, High-Dose Quadrivalent Influenza Vaccine","Hellerup - Denmark, Søborg - Denmark",2022-05-31,2021-09-17,2022-08-23,INTERVENTIONAL,PHASE2,Tor Biering-Sørensen,OTHER,influenza
NCT03888989,FLU-PG,TERMINATED,2019-09-30,Influenza,Quadrivalent inactivated influenza vaccine (IIV),Stanford - United States,2023-12-31,2019-03-25,2025-02-17,INTERVENTIONAL,PHASE1,Stanford University,OTHER,influenza
NCT05524792,POINTED_Diab,COMPLETED,2018-01-01,"COVID-19, Diabetes Mellitus",no interventional study,Dresden - Germany,2021-09-30,2022-09-01,2024-03-25,OBSERVATIONAL,Not Available,InGef - Institute for Applied Health Research Berlin GmbH,INDUSTRY,influenza
NCT05012189,Unknown,UNKNOWN,2021-08-06,"Influenza, Influenza, Human, Influenza -Like Illness","Oseltamivir, Baloxavir",Norfolk - United States,2023-12,2021-08-19,2023-03-15,INTERVENTIONAL,PHASE4,"Insight Therapeutics, LLC",OTHER,influenza
NCT01430689,Unknown,COMPLETED,2011-09-12,Influenza,"Inactivated Influenza Vaccine Trivalent Types A and B, Meningococcal Polysaccharide-Diphtheria Toxoid Conjugate Vaccine",Bamako - Mali,2014-01,2011-09-08,2019-09-26,INTERVENTIONAL,PHASE4,"University of Maryland, Baltimore",OTHER,influenza
NCT05333289,Unknown,COMPLETED,2022-04-06,Seasonal Influenza,"mRNA-1030, mRNA-1020, mRNA-1010, Active Comparator","Phoenix - United States, Coral Gables - United States, Jupiter - United States, Columbus - United States, Sioux City - United States, Wichita - United States, Saint Louis - United States, Endwell - United States, Morehead City - United States, Wilmington - United States, Cincinnati - United States, Norman - United States, Pearland - United States, Salt Lake City - United States, South Ogden - United States",2022-11-22,2022-04-18,2024-02-01,INTERVENTIONAL,PHASE2,"ModernaTX, Inc.",INDUSTRY,influenza
NCT01933048,SNIF,COMPLETED,2012-09,Influenza,FluMist,"San Diego - United States, Fort Sam Houston - United States",2013-10,2013-08-30,2023-02-15,INTERVENTIONAL,PHASE4,Henry M. Jackson Foundation for the Advancement of Military Medicine,OTHER,influenza
NCT00783926,Unknown,COMPLETED,2008-07,"Influenza, Pandemic Influenza","H5N1 Influenza Vaccine, Whole virion, Vero cell-derived, Inactivated Influenza Vaccine, non-adjuvanted (reverse genetic reassortant/H5N1 hemagglutinin antigen)","Wichita - United States, Lexington - United States, Kansas City - United States, Rochester - United States, Warwick - United States, Dallas - United States",2009-02,2008-11-02,2015-10-09,INTERVENTIONAL,PHASE1,"Resilience Government Services, Inc.",INDUSTRY,influenza
NCT03139565,Unknown,COMPLETED,2016-10,"Influenza, Immunosuppression","Fluzone High-dose Influenza Vaccine, Standard 2016-2017 Flu vaccine",Toronto - Canada,2017-06,2017-05-04,2020-10-22,INTERVENTIONAL,PHASE3,"University Health Network, Toronto",OTHER,influenza
NCT00799760,BIVIR,TERMINATED,2008-12,Gastric Influenza,"oseltamivir + zanamivir, oseltamivir + zanamivir's placebo, oseltamivir's placebo + zanamivir",Deulemont - France,2009-11,2008-12-01,2012-03-19,INTERVENTIONAL,PHASE3,Assistance Publique - Hôpitaux de Paris,OTHER,influenza
NCT00417560,Unknown,COMPLETED,2007-01,Influenza,inactivated influenza A/H5N1 vaccine,Atlanta - United States,2010-08,2007-01-01,2024-10-29,INTERVENTIONAL,PHASE2,Centers for Disease Control and Prevention,FED,influenza
NCT00050726,Unknown,COMPLETED,2001-05,HIV Infections,Interleukin-2,"Bethesda - United States, Copenhagen - Denmark",2006-04,2002-12-18,2013-11-21,INTERVENTIONAL,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT02662426,Unknown,UNKNOWN,2016-04,Influenza,"Lingdancao granules, analogous oseltamivir phosphate capsule, Oseltamivir phosphate capsule, analogous Lingdancao granules",No locations listed,2017-11,2016-01-25,2016-02-17,INTERVENTIONAL,PHASE3,The First Affiliated Hospital of Guangzhou Medical University,OTHER,influenza
NCT05422326,Unknown,COMPLETED,2022-07-18,"Influenza, Human, Influenza in Birds, Respiratory Tract Infections, Infections, Orthomyxoviridae Infections, RNA Virus Infections, Virus Diseases, Respiratory Tract Diseases","aH5N6c on Day 1, aH5N6c on Day 22, Placebo on Day 22","Huntsville - United States, Tempe - United States, San Diego - United States, Milford - United States, Clearwater - United States, Melbourne - United States, Chicago - United States, Wichita - United States, Kansas City - United States, Saint Louis - United States, Rochester - United States, Raleigh - United States, Winston-Salem - United States, Columbus - United States, San Antonio - United States, Salt Lake City - United States, Salt Lake City - United States, South Jordan - United States",2022-10-24,2022-06-16,2023-08-03,INTERVENTIONAL,PHASE2,Seqirus,INDUSTRY,influenza
NCT00958126,Unknown,COMPLETED,2009-08,Influenza,"CSL425, CSL425, Placebo","Huntsville - United States, San Diego - United States, Melbourne - United States, Peoria - United States, South Bend - United States, Metairie - United States, Baltimore - United States, Rockville - United States, Austin - United States, Fort Worth - United States, Salt Lake City - United States",2009-11,2009-08-13,2017-11-21,INTERVENTIONAL,PHASE2,Seqirus,INDUSTRY,influenza
NCT00968526,Unknown,COMPLETED,2009-09-08,Influenza,GSK investigational vaccine GSK2340272A,Wilrijk - Belgium,2010-09-23,2009-08-31,2019-06-25,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,influenza
NCT03814720,Unknown,COMPLETED,2019-04-01,Influenza Infection,VRC-FLUNPF099-00-VP (H1ssF_3928),Bethesda - United States,2021-04-06,2019-01-24,2022-04-29,INTERVENTIONAL,PHASE1,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT01008020,Unknown,COMPLETED,2009-11,Influenza Infection,tea catechin extracts,Higashi Murayama - Japan,2010-06,2009-11-05,2013-07-16,INTERVENTIONAL,NA,Masahiro Morikawa,OTHER,influenza
NCT03932682,Unknown,COMPLETED,2019-05-13,"Influenza, Human","QIVc, Comparator","Dhaka - Bangladesh, Dobrich - Bulgaria, Montana - Bulgaria, Pleven - Bulgaria, Plovdiv - Bulgaria, Plovdiv - Bulgaria, Ruse - Bulgaria, Sevlievo - Bulgaria, Chlumec Nad Cidlinou - Czechia, Jindřichův Hradec - Czechia, Ostrava-poruba - Czechia, Ostrava - Czechia, Pardubice - Czechia, Paide - Estonia, Tallinn - Estonia, Tallinn - Estonia, Tallinn - Estonia, Tallin - Estonia, Tartu - Estonia, San Pedro Sula - Honduras, Tegucigalpa - Honduras, Tegucigalpa - Honduras, Daugavpils - Latvia, Kangar - Malaysia, Kuching - Malaysia, Sibu - Malaysia, Putrajaya - Malaysia, Kuala Lumpur - Malaysia, Christchurch - New Zealand, Wellington - New Zealand, Islamabad - Pakistan, Karachi - Pakistan, Lahore - Pakistan, Lahore - Pakistan, Rawalpindi - Pakistan, Ermita - Philippines, Quezon City - Philippines, Bacoor - Philippines, Cebu City - Philippines, Dasmariñas - Philippines, Dasmariñas - Philippines, Manila - Philippines, Manila - Philippines, Manila - Philippines, Manila - Philippines, Quezon City - Philippines, Quezon City - Philippines, Bydgoszcz - Poland, Dębica - Poland, Gdańsk - Poland, Kraków - Poland, Rzeszów - Poland, Siemianowice Śląskie - Poland, Skierniewice - Poland, Trzebnica - Poland, Bucuresti - Romania, Caracal - Romania, Călăraşi - Romania, Sângeorgiu De Mureş - Romania, Brits - South Africa, Cape Town - South Africa, Cape Town - South Africa, East London - South Africa, Klerksdorp - South Africa, Paarl - South Africa, Pretoria - South Africa, Soweto - South Africa, Thabazimbi - South Africa, Ratchathewi - Thailand, Bangkok - Thailand, Bangkok - Thailand, Chernivtsi - Ukraine, Dnipro - Ukraine, Vinnytsia - Ukraine",2023-11-30,2019-05-01,2025-03-04,INTERVENTIONAL,PHASE3,Seqirus,INDUSTRY,influenza
NCT01039220,ANRS 2H,COMPLETED,2009-12,"HIV Infections, Influenza",naso-pharyngeal swab,Paris + region of country - France,2010-11,2009-12-24,2017-04-28,INTERVENTIONAL,NA,French National Agency for Research on AIDS and Viral Hepatitis,OTHER_GOV,influenza
NCT00533182,Unknown,COMPLETED,2008-01-03,"Viral Infections, Respiratory Infections",No interventions listed,Bethesda - United States,2019-12-31,2007-09-21,2022-11-10,OBSERVATIONAL,Not Available,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT06479226,Unknown,COMPLETED,2022-06-05,Healthy,cetylpyridinium chloride (0.075%) and zinc alcohol free mouthwash,Pelotas - Brazil,2022-10-06,2024-06-28,2024-06-28,INTERVENTIONAL,PHASE3,Colgate Palmolive,INDUSTRY,influenza
NCT02263131,Unknown,COMPLETED,2013-10,Healthy,"IL-YANG FLU Vaccine Prefilled Syringe INJ., VAXIGRIP Prefilled Syringe INJ.",No locations listed,2014-01,2014-10-13,2020-07-09,INTERVENTIONAL,PHASE3,"Il-Yang Pharm. Co., Ltd.",INDUSTRY,influenza
NCT04153331,BIED,COMPLETED,2020-01-13,"Emergencies, Flu",Nasal swab,Lyon - France,2020-03-09,2019-11-06,2020-06-01,INTERVENTIONAL,NA,Hospices Civils de Lyon,OTHER,influenza
NCT01306682,MatfluHIVpos,COMPLETED,2011-03,Influenza,"Trivalent influenza vaccine, Normal saline","Soweto, Johannesburg - South Africa",2012-06,2011-03-02,2013-02-07,INTERVENTIONAL,PHASE3,"University of Witwatersrand, South Africa",OTHER,influenza
NCT00995982,Unknown,COMPLETED,2009-10-08,"Influenza, Human",VRC-FLUDNA056-00VP,"Bethesda - United States, Annandale - United States",2010-09-03,2009-10-16,2017-07-02,INTERVENTIONAL,PHASE1,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT00884182,Unknown,COMPLETED,2009-04,"Influenza, Orthomyxoviridae Infections, Orthomyxovirus Infections","A/H5N1 Inactivated, Split Virion Pandemic Influenza Vaccine","Espoo - Finland, Helsinki - Finland, Helsinki - Finland, Järvenpää - Finland, Kuopio - Finland, Lahti - Finland, Oulu - Finland, Pori - Finland, Tampere - Finland, Tampere - Finland, Turku - Finland, Vantaa - Finland, Vantaa - Finland",2010-03,2009-04-20,2014-01-14,INTERVENTIONAL,PHASE2,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,influenza
NCT01046331,Unknown,COMPLETED,2009-10,"Novel Influenza A, H1N1, Influenza",No interventions listed,"Anchorage - United States, Anchorage - United States, Phoenix - United States, Little Rock - United States, Fresno - United States, Los Angeles - United States, Oakland - United States, Orange - United States, Sacramento - United States, San Francisco - United States, San Francisco - United States, San Francisco - United States, San Francisco - United States, Aurora - United States, Denver - United States, Denver - United States, Denver - United States, Denver - United States, Hartford - United States, New Haven - United States, Washington DC - United States, Washington - United States, Jacksonville - United States, Miami - United States, Miami - United States, Atlanta - United States, Honolulu - United States, Chicago - United States, Louisville - United States, Baton Rouge - United States, Baton Rouge - United States, New Orleans - United States, New Orleans - United States, New Orleans - United States, Baltimore - United States, Baltimore - United States, Baltimore - United States, Baltimore - United States, Baltimore - United States, Boston - United States, Boston - United States, Springfield - United States, Grand Rapids - United States, Minneapolis - United States, Minneapolis - United States, Rochester - United States, Rochester - United States, St. Louis - United States, St. Louis - United States, Omaha - United States, Lebanon - United States, Bronx - United States, Rocherster - United States, Chapel Hill - United States, Durham - United States, Durham - United States, Durham - United States, Greensboro - United States, Greensboro - United States, Winston Salem - United States, Cleveland - United States, Cleveland - United States, Cleveland - United States, Columbus - United States, Tulsa - United States, Portland - United States, Hershey - United States, Philadelphia - United States, Nashville - United States, Nashville - United States, Austin - United States, Dallas - United States, Houston - United States, Houston - United States, Murray - United States, Ogden - United States, Provo - United States, Salt Lake City - United States, Salt Lake City - United States, Charlottesville - United States, Charlottesville - United States, Everett - United States, Seattle - United States, Seattle - United States, Seattle - United States, Milwaukee - United States",2010-04,2010-01-12,2016-04-14,OBSERVATIONAL,Not Available,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,influenza
NCT03615482,Unknown,COMPLETED,2018-09-14,Pneumococcal Infections,"V114, QIV, Matching Placebo for V114","Birmingham - United States, Chandler - United States, Mesa - United States, Scottsdale - United States, Fountain Valley - United States, Northridge - United States, Paramount - United States, San Diego - United States, San Diego - United States, Valley Village - United States, Colorado Springs - United States, Hialeah - United States, Hollywood - United States, Miami Lakes - United States, Miami - United States, Miami - United States, Miami - United States, Evanston - United States, Flossmoor - United States, Springfield - United States, Augusta - United States, Newton - United States, Bardstown - United States, Marlborough - United States, Hazelwood - United States, Las Vegas - United States, Santa Fe - United States, Endwell - United States, New Windsor - United States, Rochester - United States, Cary - United States, Lindsay - United States, Wyomissing - United States, Warwick - United States, Mount Pleasant - United States, Bristol - United States, Kingsport - United States, Nashville - United States, Allen - United States, Fort Worth - United States, Georgetown - United States, San Antonio - United States, Charlottesville - United States, Richmond - United States, Wauwatosa - United States",2019-06-24,2018-08-03,2024-05-22,INTERVENTIONAL,PHASE3,Merck Sharp & Dohme LLC,INDUSTRY,influenza
NCT01079273,Unknown,COMPLETED,2009-12,Influenza,egg-derived A/H1N1 pandemic influenza vaccine,Siena - Italy,2010-11,2010-03-03,2012-06-01,INTERVENTIONAL,PHASE4,"Opera CRO, a TIGERMED Group Company",OTHER,influenza
NCT01587131,Unknown,COMPLETED,2012-06,"Influenza, Human, Orthomyxoviridae Infections, RNA Virus Infections, Virus Diseases, Respiratory Tract Infections, Respiratory Tract Diseases",FVH1 - a DNA-based influenza vaccine,Winnipeg - Canada,2014-08,2012-04-27,2015-04-17,INTERVENTIONAL,PHASE1,University of Manitoba,OTHER,influenza
NCT03312231,Unknown,COMPLETED,2018-02-14,"Avian Influenza, Influenza Immunisation","AS03, Inactivated influenza H7N9 vaccine, Phosphate Buffered Saline (PBS) diluent","Decatur - United States, Iowa City - United States, Baltimore - United States, Durham - United States, Seattle - United States",2019-09-26,2017-10-17,2024-09-19,INTERVENTIONAL,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT00428831,Unknown,COMPLETED,2007-02,Influenza,No interventions listed,"Boston - United States, Boston - United States",2008-09,2007-01-30,2013-12-20,OBSERVATIONAL,Not Available,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT01982331,Unknown,COMPLETED,2013-10,Influenza,"LAIV H2N2, Placebo",St. Petersburg - Russian Federation,2014-01,2013-11-13,2019-02-26,INTERVENTIONAL,PHASE1,PATH,OTHER,influenza
NCT03927131,Unknown,COMPLETED,2021-05-12,"Influenza, Human","QIV-IB, TIVV-IB, TIVY-IB, QIV-IB Lot A, QIV-IB Lot B, QIV-IB Lot C","Fortaleza - Brazil, Fortaleza - Brazil, Belo Horizonte - Brazil, Recife - Brazil, Pelotas - Brazil, Porto Alegre - Brazil, Laranjeiras - Brazil, Ribeirão Preto - Brazil, Serrana - Brazil, São Caetano do Sul - Brazil, São José do Rio Preto - Brazil, São Paulo - Brazil",2023-10-13,2019-04-25,2025-02-21,INTERVENTIONAL,PHASE3,Butantan Institute,OTHER_GOV,influenza
NCT00136331,Unknown,COMPLETED,2005-10,Influenza,Pandemic influenza vaccine,"Adelaide - Australia, Melbourne - Australia",Unknown Date,2005-08-29,2016-07-19,INTERVENTIONAL,PHASE1,Seqirus,INDUSTRY,influenza
NCT02143882,LAIV Immuno,COMPLETED,2014-09,Live Attenuated Influenza Vaccine,Fluenz,"Gloucestershire - United Kingdom, Hertfordshire - United Kingdom",2017-03-31,2014-05-21,2018-01-16,INTERVENTIONAL,PHASE4,Public Health England,OTHER_GOV,influenza
NCT01011582,Unknown,COMPLETED,2009-11,"H1N1 Influenza, Seasonal Influenza",No interventions listed,Richmond - United States,2010-06,2009-11-11,2013-01-08,OBSERVATIONAL,Not Available,Virginia Commonwealth University,OTHER,influenza
NCT00306982,Unknown,COMPLETED,2006-03,Influenza,Fluarix,"Garran - Australia, Umina - Australia, Auchenflower - Australia, Kippa Ring - Australia, South Brisbane - Australia, Hobart - Australia, Clayton - Australia, Heidelberg Heights - Australia, Parkville - Australia, Nedlands - Australia, Curitiba/Paraná - Brazil, São Paulo - Brazil",2006-12,2006-03-27,2016-10-12,OBSERVATIONAL,Not Available,GlaxoSmithKline,INDUSTRY,influenza
NCT02121782,Unknown,COMPLETED,2014-05,Influenza,"Quadrivalent influenza vaccine, Trivalent influenza vaccine","Seoul - Korea, Republic of",2014-06,2014-04-24,2014-08-13,INTERVENTIONAL,PHASE2,Green Cross Corporation,INDUSTRY,influenza
NCT01444482,Unknown,UNKNOWN,2011-05,Influenza,"Matrix M, Seasonal influenza vaccine",Balatonfured - Hungary,2011-11,2011-09-30,2011-09-30,INTERVENTIONAL,PHASE1,Isconova AB,INDUSTRY,influenza
NCT00985582,SEA032,COMPLETED,2009-09,Influenza A Virus Infection,No interventions listed,Hanoi - Vietnam,2010-08,2009-09-28,2011-05-27,OBSERVATIONAL,Not Available,South East Asia Infectious Disease Clinical Research Network,NETWORK,influenza
NCT04080531,Unknown,COMPLETED,2019-10-18,Plasma Cell Neoplasm,"Pneumococcal 13-valent Conjugate Vaccine, Trivalent Influenza Vaccine","Atlanta - United States, Atlanta - United States",2021-05-11,2019-09-06,2025-02-28,INTERVENTIONAL,PHASE4,Emory University,OTHER,influenza
NCT01414231,OSHO#061,UNKNOWN,2002-04,Acute Myeloid Leukaemia,Cytarabine,Leipzig - Germany,2013-12,2011-08-11,2011-08-11,INTERVENTIONAL,PHASE3,University of Leipzig,OTHER,influenza
NCT00929331,Unknown,COMPLETED,2009-07-11,"Influenza, Human",Fluviral®,Sherbrooke - Canada,2009-08-01,2009-06-29,2020-11-09,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,influenza
NCT05690373,VERB,COMPLETED,2023-03-20,Vaccine Response,Probiotic effect on influenza vaccine response,Ede - Netherlands,2023-06-30,2023-01-19,2023-08-24,INTERVENTIONAL,NA,The Archer-Daniels-Midland Company,INDUSTRY,influenza
NCT00115531,Unknown,COMPLETED,2005-04,Influenza,"Trivalent inactivated influenza vaccine, Trivalent inactivated influenza vaccine","Iowa City - United States, Baltimore - United States, St. Louis - United States, Cincinnati - United States, Houston - United States",Unknown Date,2005-06-23,2014-12-19,INTERVENTIONAL,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,influenza
NCT02927431,Unknown,TERMINATED,2017-01-19,Virus Diseases,"Danirixin 15 mg FBE, Danirixin 50 mg FBE, Placebo, Oseltamivir 75 mg","Stamford - United States, Council Bluffs - United States, Natchitoches - United States, Durham - United States, Salem - United States, Bucharest - Romania, Smolensk - Russian Federation, Lund - Sweden",2017-05-24,2016-10-07,2020-11-30,INTERVENTIONAL,PHASE2,GlaxoSmithKline,INDUSTRY,influenza
NCT01929382,FLS,UNKNOWN,2013-07,Adverse Effects in the Therapeutic Use of Interferon,interferon gamma 1b,St. Paul - United States,2013-09,2013-08-27,2013-08-28,INTERVENTIONAL,PHASE1,Vidara Therapeutics Research Ltd,INDUSTRY,influenza
NCT01024673,Unknown,COMPLETED,2009-10-15,Influenza,No interventions listed,Pittsburgh - United States,2021-08-19,2009-12-03,2021-08-23,OBSERVATIONAL,Not Available,University of Pittsburgh,OTHER,influenza
NCT05470582,Unknown,COMPLETED,2021-02-16,"Influenza, Human, Vaccination; Infection, Vaccines","Flu-M, Inactivated split influenza vaccine 0.5 mL, Vaxigrip, Inactivated split influenza vaccine 0.5 mL, Flu-M, Inactivated split influenza vaccine 0.25 mL, Vaxigrip, Inactivated split influenza vaccine 0.25 mL","Saint Petersburg - Russian Federation, Saint Petersburg - Russian Federation",2021-10-29,2022-07-22,2022-07-22,INTERVENTIONAL,PHASE3,St. Petersburg Research Institute of Vaccines and Sera,OTHER_GOV,influenza
NCT06738082,FluVacc,RECRUITING,2024-10-15,"Influenza Vaccine, Immunocompromised Patients",Influenza vaccine,Bern - Switzerland,2025-01-31,2024-12-17,2024-12-17,OBSERVATIONAL,Not Available,"Insel Gruppe AG, University Hospital Bern",OTHER,influenza
NCT00985673,Unknown,COMPLETED,2009-10-01,Influenza,"GSK2340274A, GSK2340273A, Seasonal trivalent influenza vaccine (TIV), Saline placebo","Stockbridge - United States, Raleigh - United States, Austin - United States, Fort Worth - United States, Halifax - Canada, Montreal - Canada, Sherbrooke - Canada",2009-12-28,2009-09-28,2018-08-01,INTERVENTIONAL,PHASE2,GlaxoSmithKline,INDUSTRY,influenza
NCT02708173,Unknown,COMPLETED,2016-03,Quadrivalent Influenza Virus Vaccine,"One dose of Quadrivalent Influenza Virus Vaccine, One dose of Quadrivalent Influenza Virus Vaccine",Beijing - China,2016-03,2016-03-15,2016-08-15,INTERVENTIONAL,PHASE1,Beijing Chaoyang District Centre for Disease Control and Prevention,OTHER,influenza
