pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,publication_date,category
35062340,Efficacy of Corticosteroid Therapy for HTLV-1-Associated Myelopathy: A Randomized Controlled Trial (HAMLET-P).,"HTLV-1-associated myelopathy, human T-lymphotropic virus type 1, methylprednisolone, prednisolone, randomized controlled trial",Viruses,"Corticosteroids are most commonly used to treat HTLV-1-associated myelopathy (HAM); however, their clinical efficacy has not been tested in randomized clinical trials. This randomized controlled trial included 8 and 30 HAM patients with rapidly and slowly progressing walking disabilities, respectively. Rapid progressors were assigned (1:1) to receive or not receive a 3-day course of intravenous methylprednisolone in addition to oral prednisolone therapy. Meanwhile, slow progressors were assigned (1:1) to receive oral prednisolone or placebo. The primary outcomes were a composite of ≥1-grade improvement in the Osame Motor Disability Score or ≥30% improvement in the 10 m walking time (10 mWT) at week 2 for rapid progressors and changes from baseline in 10 mWT at week 24 for slow progressors. In the rapid progressor trial, all four patients with but only one of four without intravenous methylprednisolone achieved the primary outcome (",,,,2022-01-23,Pubmed_Chagas_Disease.csv
35060470,Tankyrase inhibitors hinder ,"Chagas disease, PARP, Tankyrase inhibitors, Trypanosoma cruzi, host–pathogen interaction, β-catenin signalling",Parasitology,"Chagas disease is a potentially life-threatening protozoan infection affecting around 8 million people, for which only chemotherapies with limited efficacy and severe adverse secondary effects are available. The aetiological agent, Trypanosoma cruzi, displays varied cell invading tactics and triggers different host cell signals, including the Wnt/β-catenin pathway. Poly(ADP-ribose) (PAR) can be synthetized by certain members of the poly(ADP-ribose) polymerase (PARP) family: PARP-1/-2 and Tankyrases-1/2 (TNKS). PAR homoeostasis participates in the host cell response to T. cruzi infection and TNKS are involved in Wnt signalling, among other pathways. Therefore, we hypothesized that TNKS inhibitors (TNKSi) could hamper T. cruzi infection. We showed that five TNKSi (FLALL9, MN64, XAV939, G007LK and OULL9) diminished T. cruzi infection of Vero cells. As most TNKSi did not affect the viability of axenically cultivated parasites, our results suggested that TNKSi were interfering with parasite–host cell signalling. Infection by T. cruzi induced nuclear translocation of β-catenin, as well as upregulation of TNF-α expression and secretion. These changes were hampered by TNKSi. Further signals should be monitored in this model and in vivo. As a TNKSi has entered cancer clinical trials with promising results, our findings encourage further studies aiming at drug repurposing strategies.",,,,2022-01-22,Pubmed_Chagas_Disease.csv
34972765,"New chemotherapy regimens and biomarkers for Chagas disease: the rationale and design of the TESEO study, an open-label, randomised, prospective, phase-2 clinical trial in the Plurinational State of Bolivia.","chemotherapy, immunology, microbiology, parasitology, tropical medicine",BMJ open,"Chagas disease (CD) affects ~7 million people worldwide. Benznidazole (BZN) and nifurtimox (NFX) are the only approved drugs for CD chemotherapy. Although both drugs are highly effective in acute and paediatric infections, their efficacy in adults with chronic CD (CCD) is lower and variable. Moreover, the high incidence of adverse events (AEs) with both drugs has hampered their widespread use. Trials in CCD adults showed that quantitative PCR (qPCR) assays remain negative for 12 months after standard-of-care (SoC) BZN treatment in ~80% patients. BZN pharmacokinetic data and the nonsynchronous nature of the proliferative mammal-dwelling parasite stage suggested that a lower BZN/NFX dosing frequency, combined with standard or extended treatment duration, might have the same or better efficacy than either drug SoC, with fewer AEs.
New ThErapies and Biomarkers for ChagaS infEctiOn (TESEO) is an open-label, randomised, prospective, phase-2 clinical trial, with six treatment arms (75 patients/arm, 450 patients). Primary objectives are to compare the safety and efficacy of two new proposed chemotherapy regimens of BZN and NFX in adults with CCD with the current SoC for BZN and NFX, evaluated by qPCR and biomarkers for 36 months posttreatment and correlated with CD conventional serology. Recruitment of patients was initiated on 18 December 2019 and on 20 May 2021, 450 patients (study goal) were randomised among the six treatment arms. The treatment phase was finalised on 18 August 2021. Secondary objectives include evaluation of population pharmacokinetics of both drugs in all treatment arms, the incidence of AEs, and parasite genotyping.
The TESEO study was approved by the National Institutes of Health (NIH), U.S. Food and Drug Administration (FDA), federal regulatory agency of the Plurinational State of Bolivia and the Ethics Committees of the participating institutions. The results will be disseminated via publications in peer-reviewed journals, conferences and reports to the NIH, FDA and participating institutions.
NCT03981523.",,,,2022-01-02,Pubmed_Chagas_Disease.csv
34959134,Accuracy and ease-of-use of seven point-of-care SARS-CoV-2 antigen-detecting tests: A multi-centre clinical evaluation.,"Antigen-detecting rapid diagnostic tests, COVID-19, SARS-CoV-2, Sensitivity, Specificity",EBioMedicine,"Antigen-detecting rapid diagnostic tests (Ag-RDTs) for SARS-CoV-2 are important diagnostic tools. We assessed clinical performance and ease-of-use of seven Ag-RDTs in a prospective, manufacturer-independent, multi-centre cross-sectional diagnostic accuracy study to inform global decision makers.
Unvaccinated participants suspected of a first SARS-CoV-2 infection were recruited at six sites (Germany, Brazil). Ag-RDTs were evaluated sequentially, with collection of paired swabs for routine reverse transcription polymerase chain reaction (RT-PCR) testing and Ag-RDT testing. Performance was compared to RT-PCR overall and in sub-group analyses (viral load, symptoms, symptoms duration). To understandusability a System Usability Scale (SUS) questionnaire and ease-of-use (EoU) assessment were performed.
7471 participants were included in the analysis. Sensitivities across Ag-RDTs ranged from 70·4%-90·1%, specificities were above 97·2% for all Ag-RDTs but one (93·1%).Ag-RDTs, Mologic, Bionote, Standard Q, showed diagnostic accuracy in line with WHO targets (> 80% sensitivity, > 97% specificity). All tests showed high sensitivity in the first three days after symptom onset (≥87·1%) and in individuals with viral loads≥ 6 log
Variability in test performance is partially explained by variable viral loads in population evaluated over the course of the pandemic. All Ag-RDTs reach high sensitivity early in the disease and in individuals with high viral loads, supporting their role in identifying transmission relevant infections. For easy-to-use tests, performance shown will likely be maintained in routine implementation.
Ministry of Science, Research and Arts, State of Baden-Wuerttemberg, Germany, internal funds from Heidelberg University Hospital, University Hospital Charité - Universitätsmedizin Berlin, UK Department of International Development, WHO, Unitaid.",,,,2021-12-28,Pubmed_Chagas_Disease.csv
34923559,Infusion Reactions After Receiving the Broadly Neutralizing Antibody VRC01 or Placebo to Reduce HIV-1 Acquisition: Results From the Phase 2b Antibody-Mediated Prevention Randomized Trials.,,Journal of acquired immune deficiency syndromes (1999),"The antibody-mediated prevention (AMP) studies (HVTN 703/HPTN 081 and HVTN 704/HPTN 085) are harmonized phase 2b trials to assess HIV prevention efficacy and safety of intravenous infusion of anti-gp120 broadly neutralizing antibody VRC01. Antibodies for other indications can elicit infusion-related reactions (IRRs), often requiring premedication and limiting their application. We report on AMP study IRRs.
From 2016 to 2018, 2699 HIV-uninfected, at-risk men and transgender adults in the Americas and Switzerland (704/085) and 1924 at-risk heterosexual women in sub-Saharan Africa (703/081) were randomized 1:1:1 to VRC01 10 mg/kg, 30 mg/kg, or placebo. Participants received infusions every 8 weeks (n = 10/participant) over 72 weeks, with 104 weeks of follow-up. Safety assessments were conducted before and after infusion and at noninfusion visits. A total of 40,674 infusions were administered.
Forty-seven participants (1.7%) experienced 49 IRRs in 704/085; 93 (4.8%) experienced 111 IRRs in 703/081 (P < 0.001). IRRs occurred more frequently in VRC01 than placebo recipients in 703/081 (P < 0.001). IRRs were associated with atopic history (P = 0.046) and with younger age (P = 0.023) in 703/081. Four clinical phenotypes of IRRs were observed: urticaria, dyspnea, dyspnea with rash, and ""other."" Urticaria was most prevalent, occurring in 25 (0.9%) participants in 704/085 and 41 (2.1%) participants in 703/081. Most IRRs occurred with the initial infusion and incidence diminished through the last infusion. All reactions were managed successfully without sequelae.
IRRs in the AMP studies were uncommon, typically mild or moderate, successfully managed at the research clinic, and resolved without sequelae. Analysis is ongoing to explore potential IRR mechanisms.",,"Forty-seven participants (1.7%) experienced 49 IRRs in 704/085; 93 (4.8%) experienced 111 IRRs in 703/081 (P < 0.001). IRRs occurred more frequently in VRC01 than placebo recipients in 703/081 (P < 0.001). IRRs were associated with atopic history (P = 0.046) and with younger age (P = 0.023) in 703/081. Four clinical phenotypes of IRRs were observed: urticaria, dyspnea, dyspnea with rash, and ""other."" Urticaria was most prevalent, occurring in 25 (0.9%) participants in 704/085 and 41 (2.1%) participants in 703/081. Most IRRs occurred with the initial infusion and incidence diminished through the last infusion. All reactions were managed successfully without sequelae.",,2021-12-20,Pubmed_Chagas_Disease.csv
34896016,"Live attenuated vaccines, a favorable strategy to provide long-term immunity against protozoan diseases.","Chagas disease, attenuated vaccines, genetically modified parasites, leishmaniasis, malaria",Trends in parasitology,"The control of diseases caused by protozoan parasites is one of the United Nations' Sustainable Development Goals. In recent years much research effort has gone into developing a new generation of live attenuated vaccines (LAVs) against malaria, Chagas disease and leishmaniasis. However, there is a bottleneck related to their biosafety, production, and distribution that slows downs further development. The success of irradiated or genetically attenuated sporozoites against malaria, added to the first LAV against leishmaniasis to be evaluated in clinical trials, is indicative that the drawbacks of LAVs are gradually being overcome. However, whether persistence of LAVs is a prerequisite for sustained long-term immunity remains to be clarified, and the procedures necessary for clinical evaluation of vaccine candidates need to be standardized.",,,,2021-12-14,Pubmed_Chagas_Disease.csv
34869480,Immunomodulatory and Anti-fibrotic Effects Following the Infusion of Umbilical Cord Mesenchymal Stromal Cells in a Critically Ill Patient With COVID-19 Presenting Lung Fibrosis: A Case Report.,"ARDS, COVID-19, cell therapy, fibrosis, immunomodulation, mesenchymal stromal cells (MSCs)",Frontiers in medicine,,,,,2021-12-07,Pubmed_Chagas_Disease.csv
34865002,Genetic polymorphism of Trypanosoma cruzi bloodstream populations in adult chronic indeterminate Chagas disease patients from the E1224 clinical trial.,,The Journal of antimicrobial chemotherapy,"The role that the genetic diversity of natural Trypanosoma cruzi populations plays in response to trypanocidal treatment of chronic Chagas disease (CD) patients remains to be understood. We analysed the genetic polymorphisms of parasite bloodstream populations infecting chronic CD patients enrolled in the E1224 clinical trial.
A total of 506 baseline and post-treatment follow-up samples from 188 patients were analysed. T. cruzi satellite DNA (satDNA) was amplified and sequenced using cruzi1/cruzi2 primers, and samples with TcI/III, TcII, TcIV or hybrid satDNA sequences were identified. Minicircle signatures were obtained after kinetoplast DNA amplification using 121/122 primers and restriction enzyme digestion. Genetic distances between baseline and post-treatment minicircle signatures were estimated using the Jaccard coefficient.
At baseline, 74.3% TcII, 17.9% hybrid and 7.8% TcI/III satDNA sequences were found, whereas at the end of follow-up the distribution was 55.2% TcII, 35.2% hybrid and 9.5% TcI/III. The placebo arm was the treatment group with the highest variation of satDNA sequences between baseline and post-treatment follow-up. Genetic distances between baseline and post-treatment minicircle signatures were similar among all treatment arms. No association between minicircle signature variability and satDNA type distribution was found.
Genetic variability of T. cruzi bloodstream populations during post-treatment follow-up did not differ from that observed during chronic infection in the absence of treatment, suggesting that there were no selection events of E1224-resistant parasite populations. This is the first report documenting the genetic polymorphism of natural T. cruzi populations in chronic patients in the context of clinical trials with trypanocidal drugs.",,"At baseline, 74.3% TcII, 17.9% hybrid and 7.8% TcI/III satDNA sequences were found, whereas at the end of follow-up the distribution was 55.2% TcII, 35.2% hybrid and 9.5% TcI/III. The placebo arm was the treatment group with the highest variation of satDNA sequences between baseline and post-treatment follow-up. Genetic distances between baseline and post-treatment minicircle signatures were similar among all treatment arms. No association between minicircle signature variability and satDNA type distribution was found.",,2021-12-06,Pubmed_Chagas_Disease.csv
34787258,Aspirin plus verapamil relieves angina and perfusion abnormalities in patients with coronary microvascular dysfunction and Chagas disease: a pilot non-randomized study.,,Revista da Sociedade Brasileira de Medicina Tropical,"Most patients with chronic cardiomyopathy of Chagas disease (CCCD) harbor a secondary cause of coronary microvascular dysfunction (CMD), for which there is no evidence-based therapy. We evaluated the impact of verapamil plus aspirin on symptoms and perfusion abnormalities in patients with CCCD and CMD.
Consecutive patients with angina pectoris, who had neither coronary artery obstructions nor moderate-severe left ventricular dysfunction (left ventricular ejection fraction > 40%) despite showing wall motion abnormalities on ventriculography, were referred for invasive angiography and tested for Chagas disease. Thirty-two patients with confirmed CCCD and ischemia on stress-rest SPECT myocardial perfusion scintigraphy (MPS) were included. Clinical evaluation, quality of life (EQ-5D/ Seattle Angina Questionnaire), and MPS were assessed before and after 3 months of treatment with oral verapamil plus aspirin (n=26) or placebo (n=6).
The mean patient age was 64 years, and 18 (56%) were female. The ischemic index summed difference score (SDS) in MPS was significantly reduced by 55.6% after aspirin+verapamil treatment. A decrease in SDS was observed in 20 (77%) participants, and in 10 participants, no more ischemia could be detected. Enhancements in quality of life were also detected. No change in symptoms or MPS was observed in the placebo group.
This low-cost 3-month treatment for patients diagnosed with CCCD and CMD was safe and resulted in a 55.6% reduction in ischemic burden, symptomatic improvement, and better quality of life.",,"The mean patient age was 64 years, and 18 (56%) were female. The ischemic index summed difference score (SDS) in MPS was significantly reduced by 55.6% after aspirin+verapamil treatment. A decrease in SDS was observed in 20 (77%) participants, and in 10 participants, no more ischemia could be detected. Enhancements in quality of life were also detected. No change in symptoms or MPS was observed in the placebo group.",,2021-11-18,Pubmed_Chagas_Disease.csv
34771151,"Structural Optimization and Biological Activity of Pyrazole Derivatives: Virtual Computational Analysis, Recovery Assay and 3D Culture Model as Potential Predictive Tools of Effectiveness against ","3D culture model, Trypanosoma cruzi, pyrazole derivatives, trypanocidal activity","Molecules (Basel, Switzerland)","Chagas disease, a chronic and silent disease caused by ",,,,2021-11-14,Pubmed_Chagas_Disease.csv
34712683,Monoclonal Antibodies for Protozoan Infections: A Future Reality or a Utopic Idea?,"Chagas disease, leishmaniasis, malaria, monoclonal antibody, protozoa, toxoplasmosis",Frontiers in medicine,"Following the SARS-CoV-2 pandemic, several clinical trials have been approved for the investigation of the possible use of mAbs, supporting the potential of this technology as a therapeutic approach for infectious diseases. The first monoclonal antibody (mAb), Muromonab CD3, was introduced for the prevention of kidney transplant rejection more than 30 years ago; since then more than 100 mAbs have been approved for therapeutic purposes. Nonetheless, only four mAbs are currently employed for infectious diseases: Palivizumab, for the prevention of respiratory syncytial virus (RSV) infections, Raxibacumab and Obiltoxaximab, for the prophylaxis and treatment against anthrax toxin and Bezlotoxumab, for the prevention of ",,,,2021-10-30,Pubmed_Chagas_Disease.csv
34634052,Live-imaging rate-of-kill compound profiling for Chagas disease drug discovery with a new automated high-content assay.,,PLoS neglected tropical diseases,"Chagas disease, caused by the protozoan intracellular parasite Trypanosoma cruzi, is a highly neglected tropical disease, causing significant morbidity and mortality in central and south America. Current treatments are inadequate, and recent clinical trials of drugs inhibiting CYP51 have failed, exposing a lack of understanding of how to translate laboratory findings to the clinic. Following these failures many new model systems have been developed, both in vitro and in vivo, that provide improved understanding of the causes for clinical trial failures. Amongst these are in vitro rate-of-kill (RoK) assays that reveal how fast compounds kill intracellular parasites. Such assays have shown clear distinctions between the compounds that failed in clinical trials and the standard of care. However, the published RoK assays have some key drawbacks, including low time-resolution and inability to track the same cell population over time. Here, we present a new, live-imaging RoK assay for intracellular T. cruzi that overcomes these issues. We show that the assay is highly reproducible and report high time-resolution RoK data for key clinical compounds as well as new chemical entities. The data generated by this assay allow fast acting compounds to be prioritised for progression, the fate of individual parasites to be tracked, shifts of mode-of-action within series to be monitored, better PKPD modelling and selection of suitable partners for combination therapy.",,,,2021-10-12,Pubmed_Chagas_Disease.csv
34619749,[First appropriate implantable defibrillator shocks in patients with Chagasic heart disease].,"Automatic implantable defibrillator, Chagas cardiomyopathy, Chagas disease, Ischemic heart disease, Suddendeath",Archivos de cardiologia de Mexico,"To assess if patients with Chagasic heart disease (CHD) received effective automatic implantable defibrillator (AID) shocks earlier than patients with ischemic heart disease (IHD).
Retrospective cohort of patients with CHD and IHD who received an implantable cardioverter defibrillator (ICD) between 2009 and 2018, in a tertiary hospital. We evaluated the time between the implant of ICD and the first effective shock in patients with CHD and compared it with the IHD control population.
We included a total of 64 patients, 20 with CHD and 44 with IHD. CHD patients presented earlier an effective shock than patients with IHD during the first year (hazard ratio [HR]: 8.4; 95% confidence interval [95%CI]: 2.09-34.02; p = 0.0027), and at three years (HR: 4.61; 95%CI: 1.51-14.07; p = 0.0072). 100% of CHD patients who received the ICD as secondary prevention of sudden cardiac death presented an effective shock during the first 26 months of follow-up.
Patients with CHD received effective ICD shocks earlier than the IHD patients. All patients with CHD and ICD as secondary prevention had an appropriate ICD shock at short term, representing the highest risk population, and supporting the indication of the device in a setting where randomized clinical trials are lacking.
Determinar si los pacientes con cardiopatía chagásica (CCh) presentaron choques apropiados del desfibrilador automático implantable (DAI) de manera más precoz que los pacientes con cardiopatía isquémica (CI).
Estudio de cohorte retrospectivo que incluyó los pacientes con CCh y CI en quienes se implantó un DAI entre los años 2009 y 2018 en un hospital de alta complejidad. El seguimiento se realizó hasta los 36 meses, evaluándose el momento del primer choque apropiado del dispositivo.
Se incluyeron 64 pacientes, 20 con CCh y 44 con CI. Se observó que una mayor proporción de pacientes con CCh presentaron choques apropiados durante el primer año (hazard ratio [HR]: 8.4; intervalo de confianza del 95% [IC95%]: 2.09-34.02; p = 0.0027) y a 3 años (HR: 4.61; IC95%: 1.51- 14.07; p = 0.0072). El 100% de la población con CCh e implante del DAI como prevención secundaria de muerte súbita presentaron choques apropiados durante los primeros 26 meses de seguimiento.
Los pacientes con CCh presentaron choques apropiados del DAI de manera más precoz que los pacientes con CI. Todos los pacientes con CCh y DAI como prevención secundaria presentaron choques apropiados, representando una población de mayor riesgo. Esta información apoya la indicación del DAI en estos pacientes a pesar de la escasa evidencia en ensayos aleatorizados.",,"We included a total of 64 patients, 20 with CHD and 44 with IHD. CHD patients presented earlier an effective shock than patients with IHD during the first year (hazard ratio [HR]: 8.4; 95% confidence interval [95%CI]: 2.09-34.02; p = 0.0027), and at three years (HR: 4.61; 95%CI: 1.51-14.07; p = 0.0072). 100% of CHD patients who received the ICD as secondary prevention of sudden cardiac death presented an effective shock during the first 26 months of follow-up.",,2021-10-08,Pubmed_Chagas_Disease.csv
34566915,Flavonoids as Molecules With Anti-,"Zika treatment, Zika virus, antiviral, flavonoid, natural products",Frontiers in microbiology,,,,,2021-09-28,Pubmed_Chagas_Disease.csv
34555016,"An old drug and different ways to treat cutaneous leishmaniasis: Intralesional and intramuscular meglumine antimoniate in a reference center, Rio de Janeiro, Brazil.",,PLoS neglected tropical diseases,"Treatment of cutaneous leishmaniasis (CL) remains challenging since the drugs currently used are quite toxic, thus contributing to lethality unrelated to the disease itself but to adverse events (AE). The main objective was to evaluate different treatment regimens with meglumine antimoniate (MA), in a reference center in Rio de Janeiro, Brazil.
A historical cohort of 592 patients that underwent physical and laboratory examination were enrolled between 2000 and 2017. The outcome measures of effectiveness were epithelialization and complete healing of cutaneous lesions. AE were graded using a standardized scale. Three groups were evaluated: Standard regimen (SR): intramuscular (IM) MA 10-20 mg Sb5+/kg/day during 20 days (n = 46); Alternative regimen (AR): IM MA 5 mg Sb5+/kg/day during 30 days (n = 456); Intralesional route (IL): MA infiltration in the lesion(s) through subcutaneous injections (n = 90). Statistical analysis was performed through Fisher exact and Pearson Chi-square tests, Kruskal-Wallis, Kaplan-Meier and log-rank tests.
SR, AR and IL showed efficacy of 95.3%, 84.3% and 75.9%, with abandonment rate of 6.5%, 2.4% and 3.4%, respectively. IL patients had more comorbidities (58.9%; p = 0.001), were mostly over 50 years of age (55.6%), and had an evolution time longer than 2 months (65.6%; p = 0.02). Time for epithelialization and complete healing were similar in IL and IM MA groups (p = 0.9 and p = 0.5; respectively). Total AE and moderate to severe AE that frequently led to treatment interruption were more common in SR group, while AR and IL showed less toxicity.
AR and IL showed less toxicity and may be good options especially in CL cases with comorbidities, although SR treatment was more effective. IL treatment was an effective and safe strategy, and it may be used as first therapy option as well as a rescue scheme in patients initially treated with other drugs.",,"SR, AR and IL showed efficacy of 95.3%, 84.3% and 75.9%, with abandonment rate of 6.5%, 2.4% and 3.4%, respectively. IL patients had more comorbidities (58.9%; p = 0.001), were mostly over 50 years of age (55.6%), and had an evolution time longer than 2 months (65.6%; p = 0.02). Time for epithelialization and complete healing were similar in IL and IM MA groups (p = 0.9 and p = 0.5; respectively). Total AE and moderate to severe AE that frequently led to treatment interruption were more common in SR group, while AR and IL showed less toxicity.",,2021-09-24,Pubmed_Chagas_Disease.csv
34525920,Natural and Synthetic Naphthoquinones as Potential Anti-Infective Agents.,"Leishmania spp., Naphthoquinones, Plasmodium falciparum, Toxocara canis., Toxoplasma gondii, Trypanosoma cruzi",Current topics in medicinal chemistry,"Naphthoquinones are a class of aromatic compounds relevant for their chemical characteristics, structural properties, and biological activity. These compounds are found in nature with a wide range of effects, highlighting their antibacterial, antifungal, and antiprotozoal properties. Additionally, naphthoquinones are used as a scaffold to obtain new derivatives with pharmacological potential, mainly compounds against parasitic diseases.
The purpose of this work was to carry out a comprehensive review of naphthoquinones and their derivatives obtained from both natural and synthetic sources, also, to analyze their biological activity against Leishmania spp. (Leishmaniasis), Trypanosoma cruzi (Chagas disease), Plasmodium falciparum (Malaria), Toxoplasma gondii (Toxoplasmosis), and Toxocara canis (Toxocariasis). All of these agents are responsible for relevant diseases worldwide.
Natural naphthoquinones, such as plumbagin, diospyrin, burmanin, lapachol, lawsone and psychorubrin, show an antiprotozoal activity similar or enhanced antiprotozoal activity to reference drugs. Some naphthoquinones obtained by synthesis or semi-synthesis showed better biological activity or less toxic effects than natural compounds.
In this review, natural and synthetic naphthoquinones showed antiparasitic activity, in most cases, with improved results than current drugs currently used in clinical trials. A modification of their structure with different functional groups can enhance their biological effects, improve solubility, and reduce undesirable side effects. Therefore, naphthoquinones are important molecules in the development of new chemotherapeutic agents against parasitic diseases.",,"Natural naphthoquinones, such as plumbagin, diospyrin, burmanin, lapachol, lawsone and psychorubrin, show an antiprotozoal activity similar or enhanced antiprotozoal activity to reference drugs. Some naphthoquinones obtained by synthesis or semi-synthesis showed better biological activity or less toxic effects than natural compounds.","In this review, natural and synthetic naphthoquinones showed antiparasitic activity, in most cases, with improved results than current drugs currently used in clinical trials. A modification of their structure with different functional groups can enhance their biological effects, improve solubility, and reduce undesirable side effects. Therefore, naphthoquinones are important molecules in the development of new chemotherapeutic agents against parasitic diseases.",2021-09-17,Pubmed_Chagas_Disease.csv
34454678,Ethical issues in establishing the efficacy and safety of long-acting injectable pre-exposure prophylaxis for HIV prevention: the HPTN 083 trial.,,The lancet. HIV,"Two multinational clinical trials have shown safety and efficacy of long-acting injectable cabotegravir for HIV pre-exposure prophylaxis (PrEP). These results will alter the landscape of HIV prevention and related research. Nevertheless, designing and conducting this research involved several ethical issues. This Viewpoint describes how we managed ethical issues over the duration of one of these trials (HPTN 083). Specifically, we discuss the rationale for pursuing a long-acting injectable agent in the presence of effective oral PrEP, trial design choices, site selection and local standards of prevention, data monitoring and early stopping, effects of the COVID-19 pandemic, post-trial access, and assessment of long-term safety.",,,,2021-08-30,Pubmed_Chagas_Disease.csv
34398888,The Chagas disease study landscape: A systematic review of clinical and observational antiparasitic treatment studies to assess the potential for establishing an individual participant-level data platform.,,PLoS neglected tropical diseases,"Chagas disease (CD), caused by the parasite Trypanosoma cruzi, affects ~6-7 million people worldwide. Significant limitations still exist in our understanding of CD. Harnessing individual participant data (IPD) from studies could support more in-depth analyses to address the many outstanding research questions. This systematic review aims to describe the characteristics and treatment practices of clinical studies in CD and assess the breadth and availability of research data for the potential establishment of a data-sharing platform.
This review includes prospective CD clinical studies published after 1997 with patients receiving a trypanocidal treatment. The following electronic databases and clinical trial registry platforms were searched: Cochrane Library, PubMed, Embase, LILACS, Scielo, Clintrials.gov, and WHO ICTRP. Of the 11,966 unique citations screened, 109 (0.9%) studies (31 observational and 78 interventional) representing 23,116 patients were included. Diagnosis for patient enrolment required 1 positive test result in 5 (4.6%) studies (2 used molecular method, 1 used molecular and serology, 2 used serology and parasitological methods), 2 in 60 (55.0%), 3 in 14 (12.8%) and 4 or more in 4 (3.7%) studies. A description of treatment regimen was available for 19,199 (83.1%) patients, of whom 14,605 (76.1%) received an active treatment and 4,594 (23.9%) were assigned to a placebo/no-treatment. Of the 14,605 patients who received an active treatment, benznidazole was administered in 12,467 (85.4%), nifurtimox in 825 (5.6%), itraconazole in 284 (1.9%), allopurinol in 251 (1.7%) and other drugs in 286 (1.9%). Assessment of efficacy varied largely and was based primarily on biological outcome; parasitological efficacy relied on serology in 67/85 (78.8%) studies, molecular methods in 52/85 (61.2%), parasitological in 34/85 (40.0%), microscopy in 3/85 (3.5%) and immunohistochemistry in 1/85 (1.2%). The median time at which parasitological assessment was carried out was 79 days [interquartile range (IQR): 30-180] for the first assessment, 180 days [IQR: 60-500] for second, and 270 days [IQR: 18-545] for the third assessment.
This review demonstrates the heterogeneity of clinical practice in CD treatment and in the conduct of clinical studies. The sheer volume of potential IPD identified demonstrates the potential for development of an IPD platform for CD and that such efforts would enable in-depth analyses to optimise the limited pharmacopoeia of CD and inform prospective data collection.",,,,2021-08-17,Pubmed_Chagas_Disease.csv
34379922,Cabotegravir for HIV Prevention in Cisgender Men and Transgender Women.,,The New England journal of medicine,"Safe and effective long-acting injectable agents for preexposure prophylaxis (PrEP) for human immunodeficiency virus (HIV) infection are needed to increase the options for preventing HIV infection.
We conducted a randomized, double-blind, double-dummy, noninferiority trial to compare long-acting injectable cabotegravir (CAB-LA, an integrase strand-transfer inhibitor [INSTI]) at a dose of 600 mg, given intramuscularly every 8 weeks, with daily oral tenofovir disoproxil fumarate-emtricitabine (TDF-FTC) for the prevention of HIV infection in at-risk cisgender men who have sex with men (MSM) and in at-risk transgender women who have sex with men. Participants were randomly assigned (1:1) to receive one of the two regimens and were followed for 153 weeks. HIV testing and safety evaluations were performed. The primary end point was incident HIV infection.
The intention-to-treat population included 4566 participants who underwent randomization; 570 (12.5%) identified as transgender women, and the median age was 26 years (interquartile range, 22 to 32). The trial was stopped early for efficacy on review of the results of the first preplanned interim end-point analysis. Among 1698 participants from the United States, 845 (49.8%) identified as Black. Incident HIV infection occurred in 52 participants: 13 in the cabotegravir group (incidence, 0.41 per 100 person-years) and 39 in the TDF-FTC group (incidence, 1.22 per 100 person-years) (hazard ratio, 0.34; 95% confidence interval, 0.18 to 0.62). The effect was consistent across prespecified subgroups. Injection-site reactions were reported in 81.4% of the participants in the cabotegravir group and in 31.3% of those in the TDF-FTC group. In the participants in whom HIV infection was diagnosed after exposure to CAB-LA, INSTI resistance and delays in the detection of HIV infection were noted. No safety concerns were identified.
CAB-LA was superior to daily oral TDF-FTC in preventing HIV infection among MSM and transgender women. Strategies are needed to prevent INSTI resistance in cases of CAB-LA PrEP failure. (Funded by the National Institute of Allergy and Infectious Diseases and others; HPTN 083 ClinicalTrials.gov number, NCT02720094.).",,"The intention-to-treat population included 4566 participants who underwent randomization; 570 (12.5%) identified as transgender women, and the median age was 26 years (interquartile range, 22 to 32). The trial was stopped early for efficacy on review of the results of the first preplanned interim end-point analysis. Among 1698 participants from the United States, 845 (49.8%) identified as Black. Incident HIV infection occurred in 52 participants: 13 in the cabotegravir group (incidence, 0.41 per 100 person-years) and 39 in the TDF-FTC group (incidence, 1.22 per 100 person-years) (hazard ratio, 0.34; 95% confidence interval, 0.18 to 0.62). The effect was consistent across prespecified subgroups. Injection-site reactions were reported in 81.4% of the participants in the cabotegravir group and in 31.3% of those in the TDF-FTC group. In the participants in whom HIV infection was diagnosed after exposure to CAB-LA, INSTI resistance and delays in the detection of HIV infection were noted. No safety concerns were identified.",,2021-08-12,Pubmed_Chagas_Disease.csv
