pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,publication_date,category
34615578,Challenges in recruiting children to a multidrug-resistant TB prevention trial.,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,,,,,2021-10-08,Pubmed_Drug_Resistant_Tuberculosis.csv
34609957,"Mental health interventions for rifampicin-resistant tuberculosis patients with alcohol use disorders, Zhytomyr, Ukraine.","SORT IT, Tuberculosis, alcohol use disorder, mental health intervention",Journal of infection in developing countries,"Despite concerted efforts, Ukraine is challenged by increasing rates of multidrug and rifampicin-resistant tuberculosis (MDR/RR-TB) comorbid with alcohol use disorder (AUD). This study describes a cohort of RR-TB patients with high alcohol consumption treated in MSF Zhytomyr Project, Ukraine.
We used programmatic data for 73 RR-TB patients screened with the AUD Identification Test March-July 2019 and followed-up for culture conversion/TB treatment outcome till 31 January 2020. We described socio-demographic, behavioral, and clinical characteristics, the level of depressive symptoms, and TB treatment outcomes in three groups: 1) patients with AUD who received mental health interventions (MHI); 2) patients with AUD who did not receive MHI; 3) patients with no AUD. We also found three potential contributors to declining to receive MHI.
Main characteristics of the study groups did not differ substantially. Those receiving MHI (mean: nine sessions) were rated for alcohol consumption as 'hazardous' (41%), 'harmful' (43%) and 'dependence' (36%) and had higher depression scores versus the second (p=0.009) and third (p=0.095) groups at baseline. Depressive symptoms declined at 9-month follow-up for all patients. Culture conversion was seen at 77%, 73%, and 83% for each group respectively. We also found three reasons for declining from MHI.
We detected little differences across the groups. However, our study cohort demonstrated substantially higher adherence rates, culture conversion and reduction of depressive symptoms than reported globally. We recommend further research on the effectiveness of MHI in changing the drinking habits, quality of life and/or TB treatment outcomes of patients with AUD.",,"Main characteristics of the study groups did not differ substantially. Those receiving MHI (mean: nine sessions) were rated for alcohol consumption as 'hazardous' (41%), 'harmful' (43%) and 'dependence' (36%) and had higher depression scores versus the second (p=0.009) and third (p=0.095) groups at baseline. Depressive symptoms declined at 9-month follow-up for all patients. Culture conversion was seen at 77%, 73%, and 83% for each group respectively. We also found three reasons for declining from MHI.",,2021-10-06,Pubmed_Drug_Resistant_Tuberculosis.csv
34604901,Proposed Linezolid Dosing Strategies to Minimize Adverse Events for Treatment of Extensively Drug-Resistant Tuberculosis.,"PK–PD modeling, adverse events, drug-resistant tuberculosis, linezolid, tuberculosis therapeutics",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,"We evaluated Nix-TB trial data (NCT02333799, N = 109) to provide dosing recommendations to potentially minimize linezolid toxicity in patients with extensively drug-resistant tuberculosis. .
A pharmacokinetic model and toxicodynamic models for peripheral neuropathy, hemoglobin, and platelets were developed. Simulations compared safety outcomes for daily linezolid of 1200 and 600 mg, with and without dose adjustments for toxicity. Severe neuropathy was based on symptom scores from the Brief Peripheral Neuropathy Screen. Severe anemia and thrombocytopenia were defined as ≥ grade 3 adverse events according to the NIAID Division of Microbiology and Infectious Disease Adult Toxicity table.
Predicted concentration-time profiles were a major predictor in all toxicodynamic models. Simulations showed higher percentages of patients with severe neuropathy (median, 19%; 90% confidence interval [CI], 17%-22% vs 5%, 4%-7%) and severe anemia (15%, 12%-17% vs 1%, 0%-2%) between 1200 and 600 mg daily linezolid. No differences in severe thrombocytopenia were observed (median, <1% for both daily doses). Generally, neuropathy occurred after 3 to 6 months of treatment and, with protocol-specified management, reversed within 15 months after onset. Simulations indicated that a >10% decrease in hemoglobin level after 4 weeks of treatment would have maximum sensitivity (82%) and specificity (84%) for predicting severe anemia. Reducing the dose from 1200 to 600 mg triggered by this marker may prevent 60% (90% CI, 45%-72%) of severe anemia.
Simple neuropathy symptom and hemoglobin monitoring may guide linezolid dosing to avoid toxicities, but prospective testing is needed to confirm the benefit-to-risk ratio.",,"Predicted concentration-time profiles were a major predictor in all toxicodynamic models. Simulations showed higher percentages of patients with severe neuropathy (median, 19%; 90% confidence interval [CI], 17%-22% vs 5%, 4%-7%) and severe anemia (15%, 12%-17% vs 1%, 0%-2%) between 1200 and 600 mg daily linezolid. No differences in severe thrombocytopenia were observed (median, <1% for both daily doses). Generally, neuropathy occurred after 3 to 6 months of treatment and, with protocol-specified management, reversed within 15 months after onset. Simulations indicated that a >10% decrease in hemoglobin level after 4 weeks of treatment would have maximum sensitivity (82%) and specificity (84%) for predicting severe anemia. Reducing the dose from 1200 to 600 mg triggered by this marker may prevent 60% (90% CI, 45%-72%) of severe anemia.",,2021-10-05,Pubmed_Drug_Resistant_Tuberculosis.csv
34595396,Revisiting the methods for detecting ,"diagnosis, drug-resistant tuberculosis, nucleic acid amplification techniques, tuberculosis",Access microbiology,Tuberculosis (TB) affects around 10 million people worldwide in 2019. Approximately 3.4 % of new TB cases are multidrug-resistant. The gold standard method for detecting ,,,,2021-10-02,Pubmed_Drug_Resistant_Tuberculosis.csv
34584040,Anti-Tuberculosis Activity of ,"Mycobacterium tuberculosis, Pediococcus acidilactici, anti-tuberculosis effect, microbiome, probiotics",Journal of microbiology and biotechnology,Tuberculosis is a highly contagious disease caused by ,,,,2021-09-30,Pubmed_Drug_Resistant_Tuberculosis.csv
34563240,"Evaluating newly approved drugs for multidrug-resistant tuberculosis (endTB): study protocol for an adaptive, multi-country randomized controlled trial.","Bayesian adaptive randomization, Bedaquiline, Clofazimine, Delamanid, Fluoroquinolone, Linezolid, MDR-TB, Non-inferiority, Pyrazinamide, Rifampicin-resistant tuberculosis, Rifampin-resistant tuberculosis, Treatment shortening",Trials,"Treatment of multidrug- and rifampin-resistant tuberculosis (MDR/RR-TB) is expensive, labour-intensive, and associated with substantial adverse events and poor outcomes. While most MDR/RR-TB patients do not receive treatment, many who do are treated for 18 months or more. A shorter all-oral regimen is currently recommended for only a sub-set of MDR/RR-TB. Its use is only conditionally recommended because of very low-quality evidence underpinning the recommendation. Novel combinations of newer and repurposed drugs bring hope in the fight against MDR/RR-TB, but their use has not been optimized in all-oral, shorter regimens. This has greatly limited their impact on the burden of disease. There is, therefore, dire need for high-quality evidence on the performance of new, shortened, injectable-sparing regimens for MDR-TB which can be adapted to individual patients and different settings.
endTB is a phase III, pragmatic, multi-country, adaptive, randomized, controlled, parallel, open-label clinical trial evaluating the efficacy and safety of shorter treatment regimens containing new drugs for patients with fluoroquinolone-susceptible, rifampin-resistant tuberculosis. Study participants are randomized to either the control arm, based on the current standard of care for MDR/RR-TB, or to one of five 39-week multi-drug regimens containing newly approved and repurposed drugs. Study participation in all arms lasts at least 73 and up to 104 weeks post-randomization. Randomization is response-adapted using interim Bayesian analysis of efficacy endpoints. The primary objective is to assess whether the efficacy of experimental regimens at 73 weeks is non-inferior to that of the control. A sample size of 750 patients across 6 arms affords at least 80% power to detect the non-inferiority of at least 1 (and up to 3) experimental regimens, with a one-sided alpha of 0.025 and a non-inferiority margin of 12%, against the control in both modified intention-to-treat and per protocol populations.
The lack of a safe and effective regimen that can be used in all patients is a major obstacle to delivering appropriate treatment to all patients with active MDR/RR-TB. Identifying multiple shorter, safe, and effective regimens has the potential to greatly reduce the burden of this deadly disease worldwide.
ClinicalTrials.gov Identifier NCT02754765. Registered on 28 April 2016; the record was last updated for study protocol version 3.3, on 27 August 2019.",,,,2021-09-27,Pubmed_Drug_Resistant_Tuberculosis.csv
34562999,Review of the Effectiveness of Various Adjuvant Therapies in Treating ,"adjuvant therapy, aspirin, everolimus, glutathione, metformin, statins, steroids, tuberculosis, vitamin D",Infectious disease reports,Tuberculosis disease is caused by the bacterium ,,,,2021-09-26,Pubmed_Drug_Resistant_Tuberculosis.csv
34543098,Linezolid Population Pharmacokinetics in South African Adults with Drug-Resistant Tuberculosis.,"NONMEM, modeling and simulation, optimized dosing regimen, popPK/PD, population pharmacokinetics, tuberculosis",Antimicrobial agents and chemotherapy,"Linezolid is widely used for drug-resistant tuberculosis (DR-TB) but has a narrow therapeutic index. To inform dose optimization, we aimed to characterize the population pharmacokinetics of linezolid in South African participants with DR-TB and explore the effect of covariates, including HIV coinfection, on drug exposure. Data were obtained from pharmacokinetic substudies in a randomized controlled trial and an observational cohort study, both of which enrolled adults with drug-resistant pulmonary tuberculosis. Participants underwent intensive and sparse plasma sampling. We analyzed linezolid concentration data using nonlinear mixed-effects modeling and performed simulations to estimate attainment of putative efficacy and toxicity targets. A total of 124 participants provided 444 plasma samples; 116 were on the standard daily dose of 600 mg, while 19 had dose reduction to 300 mg due to adverse events. Sixty-one participants were female, 71 were HIV-positive, and their median weight was 56 kg (interquartile range [IQR], 50 to 63). In the final model, typical values for clearance and central volume were 3.57 liters/h and 40.2 liters, respectively. HIV coinfection had no significant effect on linezolid exposure. Simulations showed that 600-mg dosing achieved the efficacy target (area under the concentration-time curve for the free, unbound fraction of the drug [[Formula: see text] at a MIC level of 0.5 mg/liter) with 96% probability but had 56% probability of exceeding safety target ([Formula: see text]. The 300-mg dose did not achieve adequate efficacy exposures. Our model characterized population pharmacokinetics of linezolid in South African patients with DR-TB and supports the 600-mg daily dose with safety monitoring.",,,,2021-09-21,Pubmed_Drug_Resistant_Tuberculosis.csv
34489274,Population pharmacokinetics and pharmacodynamics of investigational regimens' drugs in the TB-PRACTECAL clinical trial (the PRACTECAL-PKPD study): a prospective nested study protocol in a randomised controlled trial.,"clinical trials, pharmacology, tuberculosis",BMJ open,"Drug-resistant tuberculosis (TB) remains a global health threat, with little over 50% of patients successfully treated. Novel regimens like the ones being studied in the TB-PRACTECAL trial are urgently needed. Understanding anti-TB drug exposures could explain the success or failure of these trial regimens. We aim to study the relationship between the patients' exposure to anti-TB drugs in TB-PRACTECAL investigational regimens and their treatment outcomes.
Adults with multidrug-resistant TB randomised to investigational regimens in TB-PRACTECAL will be recruited to a nested pharmacokinetic-pharmacodynamic (PKPD) study. Venous blood samples will be collected at 0, 2 and 23 hours postdose on day 1 and 0, 6.5 and 23 hours postdose during week 8 to quantify drug concentrations in plasma. Trough samples will be collected during week 12, 16, 20 and 24 visits. Opportunistic samples will be collected during weeks 32 and 72. Drug concentrations will be quantified using liquid chromatography-tandem mass spectrometry. Sputum samples will be collected at baseline, monthly to week 24 and then every 2 months to week 108 for MICs and bacillary load quantification. Full blood count, urea and electrolytes, liver function tests, lipase, ECGs and ophthalmology examinations will be conducted at least monthly during treatment.PK and PKPD models will be developed for each drug with nonlinear mixed effects methods. Optimal dosing will be investigated using Monte-Carlo simulations.
The study has been approved by the Médecins sans Frontières (MSF) Ethics Review Board, the LSHTM Ethics Committee, the Belarus RSPCPT ethics committee and PharmaEthics and the University of Witwatersrand Human Research ethics committee in South Africa. Written informed consent will be obtained from all participants. The study results will be shared with public health authorities, presented at scientific conferences and published in a peer-reviewed journal.
NCT04081077; Pre-results.",,,,2021-09-08,Pubmed_Drug_Resistant_Tuberculosis.csv
34489263,"Capturing patient-reported and quality of life outcomes with use of shorter regimens for drug-resistant tuberculosis: mixed-methods substudy protocol, TB PRACTECAL-PRO.","clinical trials, qualitative research, tuberculosis",BMJ open,"People living with multidrug-resistant tuberculosis currently have few options for effective treatment and cure. Regimens that are available are toxic, may involve injections and take up to 2 years to complete treatment, with success rates as low as 50%. The TB-PRACTECAL trial is evaluating shorter, more tolerable regimens of oral drugs; we detail the substudy within this trial, PRACTECAL-PRO, which aims to evaluate patient experiences and perspectives on treatment, to understand outcomes more fully.
We are conducting a mixed-methods evaluation within both investigational and standard of care arms within the TB-PRACTECAL trial, using sequential quality of life (QoL) surveys and in-depth interviews. Data collection involves the Short Form 12 (SF-12) and St George's Respiratory Questionnaire (SGRQ), collected at up to four fixed timepoints, from baseline, to up to 12 months later. Healthy volunteers will be surveyed to establish locally relevant controls. We will also purposively sample participants for qualitative data collection and analysis, to provide rich explanation of QoL scores. The study will be implemented in all six TB-PRACTECAL study sites in Uzbekistan, South Africa and Belarus. QoL surveys will be scored and analysed according to SF-12 and SGRQ developers' manuals. Differences between scores at baseline and later timepoints will be evaluated as well as graphical exploration of group score trajectories of investigational and standard of care arms.
Ethics approval was obtained from the Médecins Sans Frontières Ethics Review Board. Local ethics approval has been obtained in Uzbekistan, Belarus and South Africa. Results of the substudy will be shared with local health authorities, the WHO and submitted for publication in a peer-reviewed journal.
NCT03942354; Pre-results.",,,,2021-09-08,Pubmed_Drug_Resistant_Tuberculosis.csv
34485463,Adverse effects of bedaquiline in patients with extensively drug-resistant tuberculosis.,"Eastern Cape, World Health Organisation, adverse effects, bedaquiline, extensively drug resistant tuberculosis (XDR-TB)",Southern African journal of infectious diseases,"The World Health Organisation (WHO) guidelines recommend that, because of the resistance patterns of extensively drug-resistant (XDR) tuberculosis (TB) and its unique mechanism of action, bedaquiline be included in the regimen. Although the results of clinical trials have shown bedaquiline to be beneficial, it also carries the risk of adverse effects, some potentially life-threatening. The aim of the study was to determine the incidence of adverse effects caused by bedaquiline in patients diagnosed with XDR-TB. The subsequent management of these adverse effects was also analysed.
The medical records of patients aged 18 years or older living with XDR-TB who were prescribed bedaquiline in combination with a background regimen at a public-sector drug-resistant TB hospital in the Eastern Cape were reviewed.
Thirty records were reviewed in September 2016. Female patients constituted 66.67% (
All patients completed bedaquiline treatment, indicating that the adverse effects did not require discontinuation of the drug. However, when pharmacological intervention is required for the management of adverse effects, care should be taken to ensure that there is minimal interaction with other TB drugs and a low risk of further adverse effects.",,Thirty records were reviewed in September 2016. Female patients constituted 66.67% (,"All patients completed bedaquiline treatment, indicating that the adverse effects did not require discontinuation of the drug. However, when pharmacological intervention is required for the management of adverse effects, care should be taken to ensure that there is minimal interaction with other TB drugs and a low risk of further adverse effects.",2021-09-07,Pubmed_Drug_Resistant_Tuberculosis.csv
34468898,Drug repositioning for anti-tuberculosis drugs: an in silico polypharmacology approach.,"Drug repositioning, M.tb targets, PASS, Polypharmacology, Virtual screening",Molecular diversity,"Development of potential antitubercular molecules is a challenging task due to the rapidly emerging drug-resistant strains of Mycobacterium tuberculosis (M.tb). Structure-based approaches hold greater benefit in identifying compounds/drugs with desired polypharmacological profiles. These methods can be employed based on the knowledge of protein binding sites to identify the complementary ligands. In this study, polypharmacology guided computational drug repurposing approach was applied to identify potential antitubercular drugs. 20 important druggable protein targets in M.tb were considered from the target library of Molecular Property Diagnostic Suite-Tuberculosis (MPDS",,,,2021-09-02,Pubmed_Drug_Resistant_Tuberculosis.csv
34454119,Insignificant difference in culture conversion between bedaquiline-containing and bedaquiline-free all-oral short regimens for multidrug-resistant tuberculosis.,"Multidrug-resistant, clinical trials, outcome, safety, treatment, tuberculosis",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,"Multidrug-resistant tuberculosis (MDR-TB) patients have been suffering long, ineffective, and toxic treatment until short-course injectable-free regimens emerged. However, the new WHO-recommended regimens might be less feasible in the real-world setting. Here, we evaluated two optimized all-oral short-course regimens in China.
From April 2019 to August 2020, we conducted a prospective nonrandomized controlled trial and consecutively included 103 MDR-TB patients diagnosed with pulmonary MDR-TB in Shenzhen, China. A 4-5 drug regimen of 9-12 months was tailored to the strain's resistance patterns, patients' affordability, and tolerance to drugs. This was an interim analysis, focusing on the early treatment period.
53.4% (55/103) of patients were prescribed linezolid, fluoroquinolone (FQ), clofazimine, cycloserine, and pyrazinamide, followed by a regimen in which clofazimine was replaced by bedaquiline (35/103, 34.0%). The culture conversion rate was 83.1% and 94.4% at two and four months, respectively, with no significant difference between bedaquiline-free and bedaquiline-containing cases and between FQ-susceptible and FQ-resistant cases. Among 41 patients who completed treatment, 40 (97.6%) patients had a favorable outcome and no relapse was observed. Peripheral neuropathy and arthralgia/myalgia were the most frequent AEs (56.3%, 58/103). 18 AEs caused permanent discontinuation of drugs, mostly due to pyrazinamide and linezolid.
Optimized all-oral short-course regimens showed satisfactory efficacy and safety in early treatment stage. Further research is needed to confirm these results.",,"53.4% (55/103) of patients were prescribed linezolid, fluoroquinolone (FQ), clofazimine, cycloserine, and pyrazinamide, followed by a regimen in which clofazimine was replaced by bedaquiline (35/103, 34.0%). The culture conversion rate was 83.1% and 94.4% at two and four months, respectively, with no significant difference between bedaquiline-free and bedaquiline-containing cases and between FQ-susceptible and FQ-resistant cases. Among 41 patients who completed treatment, 40 (97.6%) patients had a favorable outcome and no relapse was observed. Peripheral neuropathy and arthralgia/myalgia were the most frequent AEs (56.3%, 58/103). 18 AEs caused permanent discontinuation of drugs, mostly due to pyrazinamide and linezolid.",Optimized all-oral short-course regimens showed satisfactory efficacy and safety in early treatment stage. Further research is needed to confirm these results.,2021-08-29,Pubmed_Drug_Resistant_Tuberculosis.csv
34412615,A highly effective and inexpensive standardized treatment of multidrug-resistant tuberculosis: a multicenter prospective study in China.,"Adverse effects, MDR-TB, MIC, Treatment outcome, Treatment regimen",BMC infectious diseases,"To verify the efficacy and safety of an inexpensive standardized regimen for multidrug-resistant tuberculosis (MDR-TB) with low resistance to isoniazid (INH), a multicenter prospective study was conducted in eastern China.
Patients diagnosed as MDR-TB with low concentration INH resistance and rifampicin resistance, second-line/injectable agents sensitive were prospectively enrolled, given the regimen of Amikacin (Ak)-Fluoroquinolones (FQs)-Cycloserine (Cs)-Protionamide (Pto)-PasiniaZid (Pa)-Pyrazinamide (Z) for 6 months followed by 12 months of FQs-Cs-Pto-Pa-Z, and then followed up for treatment outcomes and adverse events (AEs).
A total of 114 patients were enrolled into the study. The overall favorable treatment rate was 79.8% (91/114). Among 91 cases with favorable treatment, 75.4% (86/114) were cured and 4.4% (5/114) were completed treatment. Regarding to unfavorable outcomes, among 23 cases, 8.8% (10/114) had failures, 8.8% (10/114) losing follow up, 0.9% (1/114) had treatment terminated due to intolerance to drugs and 1.8% (2/114) died. Treatment favorable rate was significantly higher in newly treated MDR-TB (91.7%, 33/36) than that in retreated MDR-TB (74.4%, 58/78, p 0.03). The investigators recorded 42 AEs occurrences in 30 of 114 patients (26.3%). Clinicians rated most AEs as mild or moderate (95.24%, 40/42).
The regimen was proved to be effective, safe and inexpensive. It is suitable for specific drug resistant population, especially for newly-treated patients, which could be expected to be developed into a short-course regimen. Clinical trials registration China Clinical Trial Registry ChiCTR-OPC-16009380.",,"A total of 114 patients were enrolled into the study. The overall favorable treatment rate was 79.8% (91/114). Among 91 cases with favorable treatment, 75.4% (86/114) were cured and 4.4% (5/114) were completed treatment. Regarding to unfavorable outcomes, among 23 cases, 8.8% (10/114) had failures, 8.8% (10/114) losing follow up, 0.9% (1/114) had treatment terminated due to intolerance to drugs and 1.8% (2/114) died. Treatment favorable rate was significantly higher in newly treated MDR-TB (91.7%, 33/36) than that in retreated MDR-TB (74.4%, 58/78, p 0.03). The investigators recorded 42 AEs occurrences in 30 of 114 patients (26.3%). Clinicians rated most AEs as mild or moderate (95.24%, 40/42).",,2021-08-21,Pubmed_Drug_Resistant_Tuberculosis.csv
34403326,A Semimechanistic Model of the Bactericidal Activity of High-Dose Isoniazid against Multidrug-Resistant Tuberculosis: Results from a Randomized Clinical Trial.,"early bactericidal activity, inhA mutation, isoniazid resistance, phase 2 clinical trial, tuberculosis",American journal of respiratory and critical care medicine,,,,,2021-08-18,Pubmed_Drug_Resistant_Tuberculosis.csv
34400340,Pretomanid for tuberculosis: a systematic review.,"Efficacy, New drugs, Safety, Systematic review, Tuberculosis",Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,"Outcomes of treatment of tuberculosis patients with regimens including pretomanid have not yet been systematically reviewed.
To appraise existing evidence on efficacy and safety of pretomanid in tuberculosis.
Pubmed, clinicaltrials.gov. and Cochrane library.
Quantitative studies presenting original data on clinical efficacy or safety of pretomanid.
Patients with tuberculosis.
Treatment with pretomanid or pretomanid-containing regimens in minimum one study group.
Two authors independently extracted data and assessed risk of bias. Data on efficacy (early bactericidal activity, bactericidal activity, end-of-treatment outcomes and acquired resistance) and safety were summarized in tables. Mean differences in efficacy outcomes between regimens across studies were calculated.
Eight studies were included; four randomized controlled trials on 2-week early bactericidal activity in rifampicin-susceptible tuberculosis, three trials with randomized rifampicin-susceptible tuberculosis arms and a single rifampicin-resistant tuberculosis arm (two on 8-week bactericidal activity, one on end-of-treatment outcomes), one single-arm trial with end-of-treatment outcomes in highly resistant tuberculosis. Activity of pretomanid-moxifloxacin-pyrazinamide was superior to standard treatment on daily change in colony-forming units at days 0-2, 0-56 and 7-56 and time to culture conversion in rifampicin-susceptible tuberculosis (hazard ratio: 1.7; 95% CI 1.1-2.7), but not at end of treatment in one study. This study was stopped due to serious hepatotoxic adverse events, including three deaths, in 4% (95% CI 2-8) patients on pretomanid-moxifloxacin-pyrazinamide and none in controls. In patients with uncomplicated rifampicin-resistant tuberculosis on pretomanid-moxifloxacin-pyrazinamide treatment, 91% (95% CI 59-100) had favourable end-of-treatment outcomes. In patients with highly resistant tuberculosis, 90% (95% CI 83-95) on pretomanid-bedaquiline-linezolid had favourable outcomes six months after treatment, but linezolid-related toxicity was frequent. No acquired resistance to pretomanid was reported.
Evidence suggests an important role for pretomanid in rifampicin-resistant and highly resistant tuberculosis. Trials comparing pretomanid to existing core and companion drugs are needed to further define that role.",,"Eight studies were included; four randomized controlled trials on 2-week early bactericidal activity in rifampicin-susceptible tuberculosis, three trials with randomized rifampicin-susceptible tuberculosis arms and a single rifampicin-resistant tuberculosis arm (two on 8-week bactericidal activity, one on end-of-treatment outcomes), one single-arm trial with end-of-treatment outcomes in highly resistant tuberculosis. Activity of pretomanid-moxifloxacin-pyrazinamide was superior to standard treatment on daily change in colony-forming units at days 0-2, 0-56 and 7-56 and time to culture conversion in rifampicin-susceptible tuberculosis (hazard ratio: 1.7; 95% CI 1.1-2.7), but not at end of treatment in one study. This study was stopped due to serious hepatotoxic adverse events, including three deaths, in 4% (95% CI 2-8) patients on pretomanid-moxifloxacin-pyrazinamide and none in controls. In patients with uncomplicated rifampicin-resistant tuberculosis on pretomanid-moxifloxacin-pyrazinamide treatment, 91% (95% CI 59-100) had favourable end-of-treatment outcomes. In patients with highly resistant tuberculosis, 90% (95% CI 83-95) on pretomanid-bedaquiline-linezolid had favourable outcomes six months after treatment, but linezolid-related toxicity was frequent. No acquired resistance to pretomanid was reported.",,2021-08-18,Pubmed_Drug_Resistant_Tuberculosis.csv
34398674,,"Mycobacterium tuberculosis, OTB-658, antituberculosis activity, oxazolidinone",Antimicrobial agents and chemotherapy,"In this work, we assess antituberculosis activity of OTB-658 ",,,,2021-08-17,Pubmed_Drug_Resistant_Tuberculosis.csv
34370588,Relationship between Plasma and Intracellular Concentrations of Bedaquiline and Its M2 Metabolite in South African Patients with Rifampin-Resistant Tuberculosis.,"bedaquiline, drug-resistant tuberculosis, intracellular, metabolite, pharmacokinetics",Antimicrobial agents and chemotherapy,"Bedaquiline is recommended for the treatment of all patients with rifampin-resistant tuberculosis (RR-TB). Bedaquiline accumulates within cells, but its intracellular pharmacokinetics have not been characterized, which may have implications for dose optimization. We developed a novel assay using high-performance liquid chromatography-tandem mass spectrometry (LC-MS/MS) to measure the intracellular concentrations of bedaquiline and its primary metabolite M2 in patients with RR-TB in South Africa. Twenty-one participants were enrolled and underwent sparse sampling of plasma and peripheral blood mononuclear cells (PBMCs) at months 1, 2, and 6 of treatment and at 3 and 6 months after bedaquiline treatment completion. Intensive sampling was performed at month 2. We used noncompartmental analysis to describe plasma and intracellular exposures and a population pharmacokinetic model to explore the relationship between plasma and intracellular pharmacokinetics and the effects of key covariates. Bedaquiline concentrations from month 1 to month 6 of treatment ranged from 94.7 to 2,540 ng/ml in plasma and 16.2 to 5,478 ng/ml in PBMCs, and concentrations of M2 over the 6-month treatment period ranged from 34.3 to 496 ng/ml in plasma and 109.2 to 16,764 ng/ml in PBMCs. Plasma concentrations of bedaquiline were higher than those of M2, but intracellular concentrations of M2 were considerably higher than those of bedaquiline. In the pharmacokinetic modeling, we estimated a linear increase in the intracellular-plasma accumulation ratio for bedaquiline and M2, reaching maximum effect after 2 months of treatment. The typical intracellular-plasma ratios 1 and 2 months after start of treatment were 0.61 (95% confidence interval [CI]: 0.42 to 0.92) and 1.10 (95% CI: 0.74 to 1.63) for bedaquiline and 12.4 (95% CI: 8.8 to 17.8) and 22.2 (95% CI: 15.6 to 32.3) for M2. The intracellular-plasma ratios for both bedaquiline and M2 were decreased by 54% (95% CI: 24 to 72%) in HIV-positive patients compared to HIV-negative patients. Bedaquiline and M2 were detectable in PBMCs 6 months after treatment discontinuation. M2 accumulated at higher concentrations intracellularly than bedaquiline, supporting ",,,,2021-08-10,Pubmed_Drug_Resistant_Tuberculosis.csv
34315374,Exploring Targets of Cell Wall Protein Synthesis and Overexpression Mediated Drug Resistance for the Discovery of Potential M. tb Inhibitors.,"Arabinogalactan (AG), Drug resistance, Mycolic acid, Peptidoglycans (PG), Tubercular inhibitors., Tuberculosis cell wall target",Current topics in medicinal chemistry,"Tuberculosis is an infectious disease engulfing millions of lives worldwide; it is caused by mammalian Tubercle bacilli, Mycobacterium tuberculosis complex, which may consist of strains viz. M. tuberculosis hominis (human strain), M. microti, M. pinnipedii and M. canettii. The other pathogenic strain is M. africanum, which belongs to the M. tuberculosis complex and it is fully virulent for humans. The non-pathogenic strains in the complex may include M. fortuitum and M.smegmatis. Extensive research has been carried out to combat this dangerous disease. World Health Organization proposed Directly Observed Treatment Short-course regimen (DOTS) for the eradication of TB. In addition, the compounds such as TBA-7371, TBI-166, AZD5847 and PBTZ-169 are under clinical trials whereas the recently FDA-approved anti-tubercular drugs are Pretomanid (PA-824), Bedaquiline (TMC207), Linezolid (PNU-100480) and Delamanid (OPC-67683). The early detection of mycobacterium tuberculosis can be permanently cured by DOTS comprising Pyrazinamide (Z), Isoniazid (H), Rifampin (R) and Ethambutol (E). The duration of treatment depends on the viability of the disease. DOTS can target to disrupt the biosynthesis of mycobacterial cell wall proteins expressed by various genes. Overexpression of these genes may produce drug-resistant due to dose misuse or the intake of quality compromised anti-tubercular drug regimen. Therefore, in the present review, there has been a necessity to report the second line anti-tubercular chemotherapeutics to target various proteins which are the building blocks of M. tb cell wall, overexpression of which may produce drug resistance.",,,,2021-07-29,Pubmed_Drug_Resistant_Tuberculosis.csv
34259076,Antibiotic Approvals in the Last Decade: Are We Keeping Up With Resistance?,"antibiotic resistance, antibiotics, bacterial infections, clinical trials, infectious diseases",The Annals of pharmacotherapy,"To review the spectrum of activity, efficacy, safety, and role in therapy of all antibiotics and related biologics approved by the Food and Drug Administration (FDA) in the last decade.
A literature search was performed using PubMed and Google Scholar (2010 to end May 2021) with the search terms' name of the antibiotic or the biologic. Data were also obtained from the prescribing information, FDA, and ClinicalTrials.gov websites.
All relevant English-language, late phase clinical trials assessing the safety and efficacy of the identified drugs were included. Review articles and references of retrieved articles were evaluated for relevant data.
Antibiotic resistance is a public health crisis, and antibiotic development is imperative to outpace the ability of bacteria to develop resistance. Only 17 new systemic antibiotics and 1 related biologic have been approved by the FDA since 2010. Among these drugs, 14 were approved for common bacterial infections, 1 was approved for 
The arrival of these new antibiotics was welcomed with great enthusiasm, particularly when they met previously unmet medical needs. Unfortunately, the majority of them represent modifications to existing chemical structures rather than new drug classes. Despite the availability of these antibiotics, managing patients with deep-seated infections and those with extensively resistant gram-negative organisms remains challenging.
The number of new antibiotics and their indications are not keeping up with resistance and the needs of the patients.",,,,2021-07-15,Pubmed_Drug_Resistant_Tuberculosis.csv
