pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,publication_date,category
38089167,A 1-year analysis from a natural history study in Chinese individuals with Duchenne muscular dystrophy.,"China, Disease characteristics, Duchene muscular dystrophy, Natural history, Prospective study, Real-world",The Lancet regional health. Western Pacific,"Duchenne muscular dystrophy (DMD) is a disabling and life-threatening, X-linked recessive disorder caused by mutations in dystrophin. Natural history studies can inform the disease characteristics of DMD, and data from these studies can be used to plan and design clinical trials and as external controls for long-term studies. We report 12-month results from the largest natural history study of individuals with DMD in China receiving standard of care treatment.
This ongoing, multicentre, prospective, single-cohort study (ClinicalTrials.gov: NCT03760029) was conducted in Chinese male participants with DMD (ambulatory aged <6 years [Group 1; n = 99]; ambulatory aged ≥6 years [Group 2; n = 177], and non-ambulatory of any age [Group 3; n = 36]. The follow-up period is ≥24 months, with some participants followed for 30 months. The primary endpoint was time to clinical milestones due to DMD disease progression, and motor, pulmonary, and cardiac function. Secondary endpoints were quality of life (QoL) assessments.
Mean (standard deviation [SD]) age at screening was 3.4 (1.2), 8.6 (2.0), 12.3 (2.7) and 7.4 (3.5) years in Groups 1, 2, 3 and total respectively. Mean (SD) North Star Ambulatory Assessment (NSAA) total score at baseline was 21.2 (5.8) in Group 1, 19.5 (8.3) in Group 2 and 20.0 (7.7) in ambulatory total. Overall, the time to clinical milestones due to DMD disease progression was consistent with previous findings, in which loss of ambulation occurred at 13 years. There was a trend towards a decline over 12 months in NSAA and timed motor function from age 6 years, with the greatest reductions observed thereafter. There were no consistent trends in measures of QoL, although participants of any age generally had poorer outcomes at Month 12 versus their domain scores at baseline.
This study improves the understanding of DMD progression according to the current standards of care in the Chinese DMD population and may inform selected endpoints and patient populations in clinical trials.
Pfizer Inc.",,,,2023-12-13,Pubmed_Duchenne_Muscular_Dystrophy.csv
38057636,Long-term safety and efficacy of cipaglucosidase alfa plus miglustat in individuals living with Pompe disease: an open-label phase I/II study (ATB200-02).,"n-Butyldeoxynojirimycin, Alpha glucosidases, Glycogen storage disease type II, Lysosomal storage diseases, Myozyme, Pharmacokinetics",Journal of neurology,"Cipaglucosidase alfa plus miglustat (cipa + mig) is a novel, two-component therapy for Pompe disease. We report data from the Phase I/II ATB200-02 study for up to 48 months of treatment. Four adult cohorts, including one non-ambulatory ERT-experienced (n = 6) and three ambulatory cohorts, (two enzyme replacement therapy [ERT]-experienced cohorts [2-6 years (n = 11) and ≥ 7 years (n = 6)]), one ERT-naïve cohort (n = 6), received 20 mg/kg intravenous-infused cipa plus 260 mg oral mig biweekly. Change from baseline (CFBL) for multiple efficacy endpoints at 12, 24, 36, and 48 months, pharmacodynamics, pharmacokinetics, safety, and immunogenicity data were assessed. Six-minute walking distance (% predicted) improved at 12, 24, 36, and 48 months: pooled ambulatory ERT-experienced cohorts, mean(± standard deviation [SD]) CFBL: 6.1(± 7.84), n = 16; 5.4(± 10.56), n = 13; 3.4(± 14.66), n = 12; 5.9(± 17.36), n = 9, respectively; ERT-naïve cohort: 10.7(± 3.93), n = 6; 11.0(± 5.06), n = 6; 9.0(± 7.98), n = 5; 11.7(± 7.69), n = 4, respectively. Percent predicted forced vital capacity was generally stable in ERT-experienced cohorts, mean(± SD) CFBL - 1.2(± 5.95), n = 16; 1.0(± 7.96), n = 13; - 0.3(± 6.68), n = 10; 1.0(± 6.42), n = 6, respectively, and improved in the ERT-naïve cohort: 3.2(± 8.42), n = 6; 4.7(± 5.09), n = 6; 6.2(± 3.35), n = 5; 8.3(± 4.50), n = 4, respectively. Over 48 months, CK and Hex4 biomarkers improved in ambulatory cohorts. Overall, cipa + mig was well tolerated with a safety profile like alglucosidase alfa. ATB200-02 results show the potential benefits of cipa + mig as a long-term treatment option for Pompe disease. Trial registration number: NCT02675465 January 26, 2016.",,,,2023-12-07,Pubmed_Duchenne_Muscular_Dystrophy.csv
38053632,Beneficial immune-modulatory effects of the N-163 strain of ,"Beta glucan, Disease modifying agent, Duchenne muscular dystrophy, Dystrophin, Fibrosis, Inflammation, N-163",IBRO neuroscience reports,"This exploratory case-control study is to evaluate the effects of supplementation of 
Twenty-seven male subjects aged 5-19 years with DMD were included, nine in the control arm and 18 in the treatment arm to receive N-163 beta glucan along with conventional therapies for 45 days. While performing the analysis, steroid usage was also taken into consideration, those not administered steroids (Steroid -ve) (Control, n = 5; treatment, n = 9), those administered steroids (Steroid +ve) (Control, n = 4; treatment, n = 9).
IL-6 showed a significant decrease in the treatment groups, especially the N-163 Steroid -ve group. IL-13 decreased in both treatment groups and TGF-β levels showed a significant decrease in the treatment groups, especially the N-163 Steroid -ve group, (p < 0.05). Dystrophin levels increased by up to 32% in the treatment groups compared to the control. Medical research council (MRC) grading showed slight improvement in muscle strength improvement in 12 out of 18 patients (67%) in the treatment group and four out of nine (44%) subjects in the control group.
Supplementation with the N-163 beta glucan food supplement produced beneficial effects: a significant decrease in inflammation and fibrosis markers, increase in serum dystrophin and slight improvement in muscle strength in DMD subjects over 45 days, thus making this a potential adjunct treatment for DMD after validation.
The study was registered in Clinical trials registry of India, CTRI/2021/05/033346. Registered on 5th May, 2021.",,"IL-6 showed a significant decrease in the treatment groups, especially the N-163 Steroid -ve group. IL-13 decreased in both treatment groups and TGF-β levels showed a significant decrease in the treatment groups, especially the N-163 Steroid -ve group, (p < 0.05). Dystrophin levels increased by up to 32% in the treatment groups compared to the control. Medical research council (MRC) grading showed slight improvement in muscle strength improvement in 12 out of 18 patients (67%) in the treatment group and four out of nine (44%) subjects in the control group.","Supplementation with the N-163 beta glucan food supplement produced beneficial effects: a significant decrease in inflammation and fibrosis markers, increase in serum dystrophin and slight improvement in muscle strength in DMD subjects over 45 days, thus making this a potential adjunct treatment for DMD after validation.",2023-12-06,Pubmed_Duchenne_Muscular_Dystrophy.csv
38046199,Development of capsid- and genome-modified optimized AAVrh74 vectors for muscle gene therapy.,"AAV vectors, gene expression, gene therapy, gene transfer, muscle diseases, capsid-modifications, genome-modifications",Molecular therapy. Methods & clinical development,"The first generation of adeno-associated virus (AAV) vectors composed of the naturally occurring capsids and genomes, although effective in some instances, are unlikely to be optimal for gene therapy in humans. The use of the first generation of two different AAV serotype vectors (AAV9 and AAVrh74) in four separate clinical trials failed to be effective in patients with Duchenne muscular dystrophy, although some efficacy was observed in a subset of patients with AAVrh74 vectors leading to US Food and Drug Administration approval (Elevidys). In two trials with the first generation of AAV9 vectors, several serious adverse events were observed, including the death of a patient in one trial, and more recently, in the death of a second patient in an N-of-1 clinical trial. In a fourth trial with the first generation of AAVrh74 vectors, myositis and myocarditis were also observed. Here, we report that capsid- and genome-modified optimized AAVrh74 vectors are significantly more efficient in transducing primary human skeletal muscle cells ",,,,2023-12-04,Pubmed_Duchenne_Muscular_Dystrophy.csv
38043979,Basic notions about gene therapy from the nucleic acid perspective and applications in a pediatric disease: Duchenne muscular dystrophy.,"Duchenne muscular dystrophy, Gene therapy, Viral vectors",Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,"Gene therapy involves the introduction of genetic material into cells as a therapeutic molecule to cure a disease. Through the transfer of specific nucleic acid to the target tissue, gene expression can be downregulated, augmented, or corrected thanks to the nucleic acid sequence as a support of gene expression. This is achieved through molecular interactions according to the sequence arrangement or the secondary structure of the molecules or through their catalytic properties. Over the past two decades, the rapid advances of knowledge and technologies in gene therapy have led to the development of different strategies and to the extension of its use to numerous indications, including certain cancers. Major success has been achieved in clinical trials and the field of gene therapy is booming. Several gene therapy products are now on the market in Europe, the United States, and China. In this review, we cover the basic principles of gene therapy and the characteristics of the main vectors used to transfer genetic material into the cell. As an example of applications, we address the various strategies applied to a rare pediatric muscle disease: Duchenne muscular dystrophy. © 2023 Published by Elsevier Masson SAS on behalf of French Society of Pediatrics.",,,,2023-12-04,Pubmed_Duchenne_Muscular_Dystrophy.csv
38043978,Gene therapy for primary myopathies: literature review and prospects.,"Gene therapy, Gene transfer, Innovative treatments, Primary myopathies, rAAV",Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,"Gene therapy has emerged as a promising frontier in the pursuit of effective treatments for primary myopathies. This scientific review explores the application of viral vectors and more specifically of recombinant adeno-associated virus (rAAV) vectors as a potent gene delivery tool in the context of primary myopathies, highlighting its transformative potential. Focusing on primary myopathies, including Duchenne muscular dystrophy (DMD), limb-girdle muscular dystrophies (LGMDs), X-linked myotubular myopathy (XLMTM), and Pompe disease, we review the ongoing pre-clinical and clinical trials that underscore the therapeutic promise of rAAV-based gene therapies. Recent developments in gene therapy have unveiled innovative gene transfer approaches, particularly with rAAV vectors. These vectors offer a well-tolerated and efficient means of delivering corrective genetic material to diseased muscles, thereby addressing the root causes of primary myopathies. Encouraging data from pre-clinical studies and early clinical trials have demonstrated the potential to ameliorate muscle function, reduce pathological manifestations, and enhance the quality of life for patients afflicted with these devastating diseases. However, the transition from bench to bedside is not without challenges. This review emphasizes the critical need for a comprehensive risk management strategy to better handle potential side effects and immune responses associated with gene therapy. As the field of gene therapy for primary myopathies is advancing, it is imperative to refine and optimize safety measures, ensuring that the transformative potential of these therapies is realized while the risks are minimized. © 2023 Published by Elsevier Masson SAS on behalf of French Society of Pediatrics.",,,,2023-12-04,Pubmed_Duchenne_Muscular_Dystrophy.csv
38019449,Developing a Natural History Model for Duchenne Muscular Dystrophy.,,PharmacoEconomics - open,"The aim of this study was to pool multiple data sets to build a patient-centric, data-informed, natural history model (NHM) for Duchenne muscular dystrophy (DMD) to estimate disease trajectory across patient lifetime under current standard of care in future economic evaluations. The study was conducted as part of Project HERCULES, a multi-stakeholder collaboration to develop tools to support health technology assessments of new treatments for DMD.
Health states were informed by a review of NHMs for DMD and input from clinicians, patients and caregivers, and defined using common outcomes in clinical trials and real-world practice. The primary source informing the NHM was the Critical Path Institute Duchenne Regulatory Science Consortium (D-RSC) database. This was supplemented with expert input obtained via an elicitation exercise, and a systematic literature review and meta-analysis of mortality data.
The NHM includes ambulatory, transfer and non-ambulatory phases, which capture loss of ambulation, ability to weight bear and upper body and respiratory function, respectively. The NHM estimates patients spend approximately 9.5 years in ambulatory states, 1.5 years in the transfer state and the remainder of their lives in non-ambulatory states. Median predicted survival is 34.8 years (95% CI 34.1-35.8).
The model includes a detailed disease pathway for DMD, including the clinically and economically important transfer state. The NHM may be used to estimate the current trajectory of DMD in economic evaluations of new treatments, facilitating inclusion of a lifetime time horizon, and will help identify areas for further research.",,"The NHM includes ambulatory, transfer and non-ambulatory phases, which capture loss of ambulation, ability to weight bear and upper body and respiratory function, respectively. The NHM estimates patients spend approximately 9.5 years in ambulatory states, 1.5 years in the transfer state and the remainder of their lives in non-ambulatory states. Median predicted survival is 34.8 years (95% CI 34.1-35.8).","The model includes a detailed disease pathway for DMD, including the clinically and economically important transfer state. The NHM may be used to estimate the current trajectory of DMD in economic evaluations of new treatments, facilitating inclusion of a lifetime time horizon, and will help identify areas for further research.",2023-11-29,Pubmed_Duchenne_Muscular_Dystrophy.csv
37980682,Findings from the Longitudinal CINRG Becker Natural History Study.,"Muscular dystrophies, dystrophin, muscle, natural history, skeletal",Journal of neuromuscular diseases,"Becker muscular dystrophy is an X-linked, genetic disorder causing progressive degeneration of skeletal and cardiac muscle, with a widely variable phenotype.
A 3-year, longitudinal, prospective dataset contributed by patients with confirmed Becker muscular dystrophy was analyzed to characterize the natural history of this disorder. A better understanding of the natural history is crucial to rigorous therapeutic trials.
A cohort of 83 patients with Becker muscular dystrophy (5-75 years at baseline) were followed for up to 3 years with annual assessments. Muscle and pulmonary function outcomes were analyzed herein. Age-stratified statistical analysis and modeling were conducted to analyze cross-sectional data, time-to-event data, and longitudinal data to characterize these clinical outcomes.
Deletion mutations of dystrophin exons 45-47 or 45-48 were most common. Subgroup analysis showed greater pairwise association between motor outcomes at baseline than association between these outcomes and age. Stronger correlations between outcomes for adults than for those under 18 years were also observed. Using cross-sectional binning analysis, a ceiling effect was seen for North Star Ambulatory Assessment but not for other functional outcomes. Longitudinal analysis showed a decline in percentage predicted forced vital capacity over the life span. There was relative stability or improved median function for motor functional outcomes through childhood and adolescence and decreasing function with age thereafter.
There is variable progression of outcomes resulting in significant heterogeneity of the clinical phenotype of Becker muscular dystrophy. Disease progression is largely manifest in adulthood. There are implications for clinical trial design revealed by this longitudinal analysis of a Becker natural history dataset.",,"Deletion mutations of dystrophin exons 45-47 or 45-48 were most common. Subgroup analysis showed greater pairwise association between motor outcomes at baseline than association between these outcomes and age. Stronger correlations between outcomes for adults than for those under 18 years were also observed. Using cross-sectional binning analysis, a ceiling effect was seen for North Star Ambulatory Assessment but not for other functional outcomes. Longitudinal analysis showed a decline in percentage predicted forced vital capacity over the life span. There was relative stability or improved median function for motor functional outcomes through childhood and adolescence and decreasing function with age thereafter.",,2023-11-19,Pubmed_Duchenne_Muscular_Dystrophy.csv
37980680,"Quantifying Variability in Motor Function in Duchenne Muscular Dystrophy: UK Centiles for the NorthStar Ambulatory Assessment, 10 m Walk Run Velocity and Rise from Floor Velocity in GC Treated Boys.","10 meter walk/run, Duchenne muscular dystrophy, NorthStar ambulatory assessment, centiles, glucocorticoids, rise from floor",Journal of neuromuscular diseases,"Background Boys with Duchenne Muscular Dystrophy (DMD) display heterogeneous motor function trajectory in clinics, which represents a significant obstacle to monitoring.
In this paper, we present the UK centiles for the North Star Ambulatory Assessment (NSAA), the 10 m walk/run time (10MWR) and velocity (10MWRV), and the rise from floor time (RFF) and velocity (RFFV) created from a cohort of glucocorticoid treated DMD boys between the age of 5 and 16 years.
Participants were included from the UK NorthStar registry if they had initiated steroids (primarily deflazacorts/prednisolone, intermittent/daily) and were not enrolled in an interventional trial. Assessments were included if the participant had a complete NSAA, the timed tests had been completed or the corresponding items were 0, or the participant was recorded as non-ambulant, in which case the NSAA was assumed 0.
We analysed 3987 assessments of the NSAA collected from 826 participants. Of these, 1080, 1849 and 1199 were imputed as 0 for the NSAA, RFFV and 10MWRV respectively. The 10th, 25th, 50th, 75th and 90th centiles were presented. The NSAA centiles showed a peak score of 14, 20, 26, 30 and 32 respectively, with loss of ambulation at 10.7, 12.2 and 14.3 years for the 25th, 50th and 75th centiles, respectively. The centiles showed loss of rise from floor at 8.6, 10.1 and 11.9 years and a loss of 10MWR of 0 at 8.9, 10.3 and 13.8 years for the 25th, 50th and 75th centiles, respectively. The centiles were pairwise less correlated than the raw scores, suggesting an increased ability to detect variability in the DMD cohort.
The NSAA, 10MWR and RFF centiles may provide insights for clinical monitoring of DMD boys, particularly in late ambulatory participants who are uniformly declining. Future work will validate the centiles in national and international natural history cohorts.",,"We analysed 3987 assessments of the NSAA collected from 826 participants. Of these, 1080, 1849 and 1199 were imputed as 0 for the NSAA, RFFV and 10MWRV respectively. The 10th, 25th, 50th, 75th and 90th centiles were presented. The NSAA centiles showed a peak score of 14, 20, 26, 30 and 32 respectively, with loss of ambulation at 10.7, 12.2 and 14.3 years for the 25th, 50th and 75th centiles, respectively. The centiles showed loss of rise from floor at 8.6, 10.1 and 11.9 years and a loss of 10MWR of 0 at 8.9, 10.3 and 13.8 years for the 25th, 50th and 75th centiles, respectively. The centiles were pairwise less correlated than the raw scores, suggesting an increased ability to detect variability in the DMD cohort.",,2023-11-19,Pubmed_Duchenne_Muscular_Dystrophy.csv
37980679,Factors Associated with Respiratory Health and Function in Duchenne Muscular Dystrophy: A Systematic Review and Evidence Grading.,"Duchenne, GRADE approach, Muscular dystrophy, lung diseases, practice guideline, pulmonary ventilation",Journal of neuromuscular diseases,"Despite advances in the medical management of the disease, respiratory involvement remains a significant source of morbidity and mortality in children and adults with Duchenne muscular dystrophy (DMD).
The objective of this systematic literature review was to synthesize and grade published evidence of factors associated with respiratory health and function in DMD.
We searched MEDLINE, Embase, and the Cochrane Library for records of studies published from January 1, 2000 (to ensure relevance to current care practices), up until and including December 31, 2022, reporting evidence of prognostic indicators and predictors of disease progression in DMD. The quality of evidence (i.e., very low to high) was assessed using the Grading of Recommendations, Assessment, Development and Evaluations (GRADE) framework.
The bibliographic search strategy resulted in the inclusion of 29 articles. In total, evidence of 10 factors associated with respiratory health and function in patients with DMD was identified: glucocorticoid exposure (high- to very low-quality evidence), DMD mutations (low-quality evidence), DMD genetic modifiers (low-quality evidence), other pharmacological interventions (i.e., ataluren, eteplirsen, idebenone, and tamoxifen) (moderate- to very low-quality evidence), body mass index and weight (low-quality evidence), and functional ability (low-quality evidence).
In conclusion, we identified a total of 10 factors associated with respiratory health in function in DMD, encompassing both pharmacological therapies, genetic mutations and modifiers, and patient clinical characteristics. Yet, more research is needed to further delineate sources of respiratory heterogeneity, in particular the genotype-phenotype association and the impact of novel DMD therapies in a real-world setting. Our synthesis and grading should be helpful to inform clinical practice and future research of this heavily burdened patient population.",,"The bibliographic search strategy resulted in the inclusion of 29 articles. In total, evidence of 10 factors associated with respiratory health and function in patients with DMD was identified: glucocorticoid exposure (high- to very low-quality evidence), DMD mutations (low-quality evidence), DMD genetic modifiers (low-quality evidence), other pharmacological interventions (i.e., ataluren, eteplirsen, idebenone, and tamoxifen) (moderate- to very low-quality evidence), body mass index and weight (low-quality evidence), and functional ability (low-quality evidence).",,2023-11-19,Pubmed_Duchenne_Muscular_Dystrophy.csv
37980539,Electrical impedance myography detects dystrophin-related muscle changes in mdx mice.,"Cell-penetrating peptide conjugated antisense phosphorodiamidate morpholino oligomer, Duchenne muscular dystrophy, Electric impedance myography, Magnetic resonance imaging, mdx mice",Skeletal muscle,"The lack of functional dystrophin protein in Duchenne muscular dystrophy (DMD) causes chronic skeletal muscle inflammation and degeneration. Therefore, the restoration of functional dystrophin levels is a fundamental approach for DMD therapy. Electrical impedance myography (EIM) is an emerging tool that provides noninvasive monitoring of muscle conditions and has been suggested as a treatment response biomarker in diverse indications. Although magnetic resonance imaging (MRI) of skeletal muscles has become a standard measurement in clinical trials for DMD, EIM offers distinct advantages, such as portability, user-friendliness, and reduced cost, allowing for remote monitoring of disease progression or response to therapy. To investigate the potential of EIM as a biomarker for DMD, we compared longitudinal EIM data with MRI/histopathological data from an X-linked muscular dystrophy (mdx) mouse model of DMD. In addition, we investigated whether EIM could detect dystrophin-related changes in muscles using antisense-mediated exon skipping in mdx mice.
The MRI data for muscle T2, the magnetic resonance spectroscopy (MRS) data for fat fraction, and three EIM parameters with histopathology were longitudinally obtained from the hindlimb muscles of wild-type (WT) and mdx mice. In the EIM study, a cell-penetrating peptide (Pip9b2) conjugated antisense phosphorodiamidate morpholino oligomer (PPMO), designed to induce exon-skipping and restore functional dystrophin production, was administered intravenously to mdx mice.
MRI imaging in mdx mice showed higher T2 intensity at 6 weeks of age in hindlimb muscles compared to WT mice, which decreased at ≥ 9 weeks of age. In contrast, EIM reactance began to decline at 12 weeks of age, with peak reduction at 18 weeks of age in mdx mice. This decline was associated with myofiber atrophy and connective tissue infiltration in the skeletal muscles. Repeated dosing of PPMO (10 mg/kg, 4 times every 2 weeks) in mdx mice led to an increase in muscular dystrophin protein and reversed the decrease in EIM reactance.
These findings suggest that muscle T2 MRI is sensitive to the early inflammatory response associated with dystrophin deficiency, whereas EIM provides a valuable biomarker for the noninvasive monitoring of subsequent changes in skeletal muscle composition. Furthermore, EIM reactance has the potential to monitor dystrophin-deficient muscle abnormalities and their recovery in response to antisense-mediated exon skipping.",,"MRI imaging in mdx mice showed higher T2 intensity at 6 weeks of age in hindlimb muscles compared to WT mice, which decreased at ≥ 9 weeks of age. In contrast, EIM reactance began to decline at 12 weeks of age, with peak reduction at 18 weeks of age in mdx mice. This decline was associated with myofiber atrophy and connective tissue infiltration in the skeletal muscles. Repeated dosing of PPMO (10 mg/kg, 4 times every 2 weeks) in mdx mice led to an increase in muscular dystrophin protein and reversed the decrease in EIM reactance.",,2023-11-19,Pubmed_Duchenne_Muscular_Dystrophy.csv
37966402,Applications of Gene Therapy in Cardiomyopathies.,"cardiomyopathies, gene therapy, rare diseases",JACC. Heart failure,"Gene therapy is defined by the introduction of new genes or the genetic modification of existing genes and/or their regulatory portions via gene replacement and gene editing strategies, respectively. The genetic material is usually delivered though cardiotropic vectors such as adeno-associated virus 9 or engineered capsids. The enthusiasm for gene therapy has been hampered somewhat by adverse events observed in clinical trials, including dose-dependent immunologic reactions such as hepatotoxicity, acquired hemolytic uremic syndrome and myocarditis. Notably, gene therapy for Duchenne muscular dystrophy has recently been approved and pivotal clinical trials are testing gene therapy approaches in rare myocardial conditions such as Danon disease and Fabry disease. Furthermore, promising results have been shown in animal models of gene therapy in hypertrophic cardiomyopathy and arrhythmogenic cardiomyopathy. This review summarizes the gene therapy techniques, the toxicity risk associated with adeno-associated virus delivery, the ongoing clinical trials, and future targets.",,,,2023-11-15,Pubmed_Duchenne_Muscular_Dystrophy.csv
37957895,Natural history of Duchenne muscular dystrophy in the United Kingdom: A descriptive study using the Clinical Practice Research Datalink.,"Duchenne muscular dystrophy, economic models, electronic health records, statistical models",Brain and behavior,"Duchenne muscular dystrophy (DMD) is a rare, muscle-degenerative disease predominantly affecting males. Natural history models capture the full disease pathway under current care and combine with estimates of new interventions' effects to assess cost-effectiveness by health technology decision-makers. These models require mortality estimates throughout a patient's lifetime, but rare disease datasets typically contain relatively few patients with short follow-ups. Alternative (published) sources of mortality data may therefore be required.
The Clinical Practice Research Datalink (CPRD) was evaluated as a source of mortality and natural history data for future economic evaluations of health technologies for DMD and rare diseases in general in the UK population. This retrospective longitudinal cohort study provides flexible parametric estimates of mortality rates and survival probabilities in the current UK DMD population through primary/secondary records in the CPRD since 1990. It also investigates clinically significant milestones such as corticosteroid use, spinal surgery, and cardiomyopathy in these patients.
A total of 1121 male patients were included in the study, observed from 0.7 to 48.9 years. Median life expectancy was 25.64 years (95% confidence interval 24.73, 26.47), consistent with previous global estimates. This has improved to 26.47 (25.16, 27.89) years in patients born after 1990. The median ages at corticosteroid initiation, spinal surgery, ventilation, and cardiomyopathy diagnosis were 6.06 years (5.77, 6.29), 14.79 years (14.29, 15.09), 16.97 years (16.50, 18.31), and 15.26 years (14.22, 16.70), respectively.
Estimates of mortality in UK-based DMD patients are age-specific in a uniquely large and nationally representative sample from the CPRD.",,"A total of 1121 male patients were included in the study, observed from 0.7 to 48.9 years. Median life expectancy was 25.64 years (95% confidence interval 24.73, 26.47), consistent with previous global estimates. This has improved to 26.47 (25.16, 27.89) years in patients born after 1990. The median ages at corticosteroid initiation, spinal surgery, ventilation, and cardiomyopathy diagnosis were 6.06 years (5.77, 6.29), 14.79 years (14.29, 15.09), 16.97 years (16.50, 18.31), and 15.26 years (14.22, 16.70), respectively.",,2023-11-14,Pubmed_Duchenne_Muscular_Dystrophy.csv
37955832,Cell Therapy Strategies on Duchenne Muscular Dystrophy: A Systematic Review of Clinical Applications.,"Cell Therapy, Clinical Trials, Duchenne Muscular Dystrophy, Regenerative Medicine",Stem cell reviews and reports,"Duchenne Muscular Dystrophy (DMD) is an inherited genetic disorder characterized by progressive degeneration of muscle tissue, leading to functional disability and premature death. Despite extensive research efforts, the discovery of a cure for DMD continues to be elusive, emphasizing the need to investigate novel treatment approaches. Cellular therapies have emerged as prospective approaches to address the underlying pathophysiology of DMD. This review provides an examination of the present situation regarding cell-based therapies, including CD133 + cells, muscle precursor cells, mesoangioblasts, bone marrow-derived mononuclear cells, mesenchymal stem cells, cardiosphere-derived cells, and dystrophin-expressing chimeric cells. A total of 12 studies were found eligible to be included as they were completed cell therapy clinical trials, clinical applications, or case reports with quantitative results. The evaluation encompassed an examination of limitations and potential advancements in this particular area of research, along with an assessment of the safety and effectiveness of cell-based therapies in the context of DMD. In general, the available data indicates that diverse cell therapy approaches may present a new, safe, and efficacious treatment modality for patients diagnosed with DMD. However, further studies are required to comprehensively understand the most advantageous treatment approach and therapeutic capacity.",,,,2023-11-13,Pubmed_Duchenne_Muscular_Dystrophy.csv
37955094,"Reply to F. Muntoni et al.: ""In response to P.R. Clemens et al., Efficacy and Safety of Viltolarsen in Boys with Duchenne Muscular Dystrophy: Results From the Phase 2, Open-Label, 4-Year Extension Study, and Long-Term Functional Efficacy and Safety of Viltolarsen in Patients with Duchenne Muscular Dystrophy.",,Journal of neuromuscular diseases,,,,,2023-11-13,Pubmed_Duchenne_Muscular_Dystrophy.csv
37955093,"Letter to the Editor: In response to P.R. Clemens et al., Efficacy and Safety of Viltolarsen in Boys with Duchenne Muscular Dystrophy: Results From the Phase 2, Open-Label, 4-Year Extension Study, and Long-Term Functional Efficacy and Safety of Viltolarsen in Patients with Duchenne Muscular Dystrophy.",,Journal of neuromuscular diseases,,,,,2023-11-13,Pubmed_Duchenne_Muscular_Dystrophy.csv
37927274,Considering the Promise of Vamorolone for Treating Duchenne Muscular Dystrophy.,"DMD, VBP15, Vamorolone, clinical trials, dysferlinopathy, dystropathology, glucocorticoids, muscle necrosis, muscular dystrophies, pre-clinical studies",Journal of neuromuscular diseases,"This commentary provides an independent consideration of data related to the drug vamorolone (VBP15) as an alternative steroid proposed for treatment of Duchenne muscular dystrophy (DMD). Glucocorticoids such as prednisone and deflazacort have powerful anti-inflammatory benefits and are the standard of care for DMD, but their long-term use can result in severe adverse side effects; thus, vamorolone was designed as a unique dissociative steroidal anti-inflammatory drug, to retain efficacy and minimise these adverse effects. Extensive clinical trials (ongoing) have investigated the use of vamorolone for DMD, with two trials also for limb-girdle muscular dystrophies including dysferlinopathy (current), plus a variety of pre-clinical trials published. Vamorolone looks very promising, with similar efficacy and some reduced adverse effects (e.g., related to height) compared with other glucocorticoids, specifically prednisone/prednisolone, although it has not yet been directly compared with deflazacort. Of particular interest to clarify is the optimal clinical dose and other aspects of vamorolone that are proposed to provide additional benefits for membranes of dystrophic muscle: to stabilise and protect the sarcolemma from damage and enhance repair. The use of vamorolone (and other glucocorticoids) needs to be evaluated in terms of overall long-term efficacy and cost, and also in comparison with many candidate non-steroidal drugs with anti-inflammatory and other benefits for DMD.",,,,2023-11-06,Pubmed_Duchenne_Muscular_Dystrophy.csv
37926639,The impact of clinical trial participation on quality of life and psychosocial well-being in children with Duchenne muscular dystrophy and their parents.,"Clinical trials, Duchenne muscular dystrophy, Psychosocial functioning, Quality of life",Neuromuscular disorders : NMD,"Clinical trials provide Duchenne muscular dystrophy (DMD) patients access to medication. Nevertheless, such involvement can impose certain burdens, as the protocol may entail strict adherence and additional demands. This study assessed the psychosocial functioning and quality of life in boys with DMD and their parents who participate in clinical trials. DMD families participating in clinical trials (n = 25) and families with DMD patients not involved in clinical trials (N = 18) were included. Questionnaires assessing psychosocial well-being and quality of life were completed by the participants and their parents. MANOVAs were employed to compare outcomes between groups. The results showed that mothers in the clinical trial group experienced significantly higher scores of somatic complaints. Fathers in the clinical trial group reported significantly fewer psychological issues compared to fathers from the other group. DMD patients participating in clinical trials reported a better overall and emotional quality of life compared to them not involved in clinical trials. This study suggests that clinical trial participation may have positive effects on quality of life and psychosocial outcomes. It highlights the importance of providing support and counseling throughout the clinical trial decision making process to minimize potential burden for both eligible and ineligible patients.",,,,2023-11-06,Pubmed_Duchenne_Muscular_Dystrophy.csv
